,sex,num_segs,var_segs,wmean_segs,disp_segs
CDS-JKjBa9,Male,169,3.427091189556761,0.3563982415600719,9.615903755740376
CDS-sosg6Y,Male,1,0.0,0.401788450727198,0.0
CDS-kaoPeL,Female,275,80.30507437898908,0.07722280410506516,1039.9139905581562
CDS-ZSEH6Y,Female,929,0.022770146304473982,0.03049767320401827,0.7466191322908485
CDS-lEoO4A,Male,11,0.11002330282785944,0.06331936019085647,1.7375934073911752
CDS-dtWsjz,Male,1,0.0,0.4766192082752155,0.0
CDS-kU1WWq,Female,370,0.27221335357170295,0.01566433650222569,17.377905124358453
CDS-I5voud,Female,223,26.15832820975069,0.023688031953023877,1104.284571281637
CDS-0ewUnk,Male,1,0.0,0.4788769830381085,0.0
CDS-KlS9Xu,Male,241,0.15398392067507194,0.30386580108241906,0.506749756394291
CDS-PJVmmZ,Female,204,16.17540770584122,0.0343210833570989,471.29653622940003
CDS-krMVmo,Female,324,44.93658174708556,0.12105803562513909,371.1986694235931
CDS-gG7gPJ,Female,191,25.672316126761327,0.06411958532975424,400.3818177353101
CDS-NyspCT,Male,177,0.15333872890497893,0.6839503591463488,0.22419569908021372
CDS-QurJUx,Male,320,57.27910829663101,0.07278301263177431,786.9845754588224
CDS-dlVsrH,Female,391,0.14482501878999715,0.051557014509694465,2.8090264761697004
CDS-jDOqSo,Female,292,66.6981573762201,0.055717733897045874,1197.0723270882415
CDS-rpqo0J,Male,3,0.023862275654160353,0.32648929018242934,0.07308746832346952
CDS-nm4UY4,Male,323,109.72521086429167,0.06961600326992975,1576.1492431394272
CDS-wEebz6,Female,273,56.61109303674199,0.08237696074468484,687.2199766170017
CDS-OxwNRn,U,199,1.019397540085706,0.06134731105732835,16.616825130820988
CDS-hG6zDR,Female,298,227.89999802533362,0.09309629385348415,2448.002907441244
CDS-kP6954,Female,280,174.6197965074948,0.1045375408292909,1670.4027579206954
CDS-kmfiCf,Female,277,73.06477362752803,0.07499908563695883,974.208858774705
CDS-jgcDAj,Female,300,0.405813205226678,0.017789649072573906,22.811760005559385
CDS-9Eiozi,Female,288,95.794004935837,0.09964930413297134,961.3113284565454
CDS-KOUOYx,Female,911,0.005667955005934761,0.042037345813393655,0.13483141945010418
CDS-9RwNtB,Female,188,22.777493757374597,0.02712843628742753,839.616906630577
CDS-wQ4qzf,Male,520,330.8490762037627,0.2130650001594718,1552.8081850896842
CDS-3v5nda,Female,283,73.38312932165344,0.06571794913026033,1116.637544123598
CDS-UycD6z,Male,250,47.33114234250166,0.05088701673004303,930.122168363585
CDS-CaBCeE,Male,303,6.479982938636068,0.01675090152371881,386.84383222363243
CDS-SPWRjx,Male,344,0.30465279300677645,0.01626059704566898,18.735646185139363
CDS-WOzzTa,Female,276,52.756706926461305,0.09493549997917222,555.7110558014182
CDS-2AAbG2,Male,489,44.40799982795224,0.03324014777229872,1335.9748016812503
CDS-N7cVn2,Male,3,0.04647325189990215,0.4456385330047901,0.10428463532214935
CDS-8PcHcT,U,178,0.008916422946935603,0.03668836124229372,0.24303137684593287
CDS-FRVLOG,Female,294,61.68354551374995,0.07275212628697204,847.8590064905885
CDS-xnmMQE,Male,1,0.0,0.543047010579171,0.0
CDS-mkFxfC,Male,3,0.03475424358029204,0.3920383179981855,0.08865011909487097
CDS-dOE5PA,U,221,1.0886101871594578,0.07224848717452897,15.067584522977315
CDS-8t7gJf,Male,1,0.0,0.5370342478205519,0.0
CDS-PouJvc,Male,3,0.0030277064875281466,0.2811148611751697,0.010770353708342395
CDS-IKutdC,Female,334,62.62842429769387,0.08404949585769898,745.1374176440949
CDS-inJcyJ,Male,166,0.34109198975387356,0.44579255337893514,0.7651361315224496
CDS-LvlS3j,Female,215,12.461216614682776,0.05395540269287307,230.9540100296345
CDS-u0nfqJ,Male,354,0.27896602492623995,0.014875930317740366,18.752845635042913
CDS-K9VWSo,Female,333,12.405413657271,0.08404372841119279,147.60665538987286
CDS-bFlhGE,Female,571,57.858600644190275,0.05979621072913351,967.5964402874912
CDS-ruFKWq,Female,269,95.03912197780176,0.07272824350117478,1306.7704842378957
CDS-eKPJ34,Male,224,44.40589556591785,0.028505534125228056,1557.7991056346357
CDS-6lnbjM,Male,311,0.2849425578775799,0.3182808854111339,0.8952550119668989
CDS-I3V61m,Female,338,31.177892146278655,0.023893475149430382,1304.8705536256803
CDS-Wmm2y2,Male,318,107.91367734497999,0.11249254935464084,959.2962197414014
CDS-zClyZ7,Male,4,0.03678421853168047,0.41157527169993896,0.08937421915497924
CDS-C4sue5,Female,231,12.340450758456985,0.04024989666805685,306.59583700871013
CDS-QYj8zG,Male,624,38.414537120316346,0.03750930971970792,1024.1334060096767
CDS-fXfiKy,Female,292,122.71913463970996,0.06808129074917545,1802.5383080915847
CDS-KA0Ncu,Female,254,5.580484047671415,0.03683218076562825,151.51109523439123
CDS-87tNCc,Female,221,26.612065658037935,0.01898178963679788,1401.978747380494
CDS-Q3UV0B,Female,203,17.446132982998204,0.06871606764552592,253.8872432717578
CDS-6VInYi,Female,219,41.86065444693017,0.04881734142974111,857.4955788441871
CDS-5pxach,Female,180,12.926092216661567,0.017939218333181177,720.5493559746075
CDS-XZvd3X,Female,229,12.071325494270312,0.021746815883811006,555.084733266932
CDS-kCC91o,Male,3,0.06413164930078111,0.5395681211321436,0.11885737275622862
CDS-M1FWuz,U,234,99.18130543872643,0.020670434478814358,4798.220644098207
CDS-4Cpekc,Male,1,0.0,0.502266166147328,0.0
CDS-iDaiWQ,Male,358,0.2423274536568209,0.04249900086928801,5.701956486039165
CDS-fvlQM9,Male,152,3.4609820610050153,0.8210865950302388,4.215124302300362
CDS-2R59ED,Male,227,31.6463978292776,0.022677123983232288,1395.5207835295732
CDS-itiKBL,Male,403,6.894211894730873,0.020708449935333783,332.9178145278574
CDS-uYOFVp,Male,1,0.0,0.5953714721107435,0.0
CDS-AotFDg,Female,275,80.11297740466645,0.07786147216927713,1028.9168079238775
CDS-VcipvX,Male,4,0.04849796101289412,0.44592329852906687,0.10875852679792834
CDS-gILaI6,Female,340,15.664985725955972,0.08379228202235228,186.95022199988787
CDS-TGTiB8,Male,1,0.0,0.4222943938656175,0.0
CDS-puq7oN,Male,301,0.07618011219698241,0.0681641985233492,1.1175971235235371
CDS-BBq9JO,Female,353,0.2720760830219592,0.03777201305221924,7.203113126266743
CDS-XBgVc6,Male,1,0.0,0.5003966374253777,0.0
CDS-vp6X0E,Female,247,2.6490615181418313,0.015500961421917713,170.89659447807983
CDS-allTcx,Female,239,6.947067220199876,0.017271117904390777,402.2361064673033
CDS-hdCEqb,Male,269,1.2543929884750664,0.08116825650237941,15.454231032279157
CDS-XzrxVt,Female,389,0.6227848739282277,0.034928284305427576,17.83038836039971
CDS-dg5Xy6,Male,210,69.99947276078406,0.020463830481769262,3420.643697334422
CDS-2M3DCp,Male,2,0.006090536353995055,0.4230666375973538,0.01439616318739748
CDS-3BKXXM,Male,2,0.022664750221071166,0.5933738596424111,0.03819640830610532
CDS-unVAmn,U,204,0.9274135186868361,0.017742677169001565,52.27021321828089
CDS-cp4Ie9,Male,1,0.0,0.3762764751833144,0.0
CDS-NbGq6q,Female,555,5.893505320442043,0.05015172614599549,117.51350897246489
CDS-AtxiIO,Female,384,71.10223844103423,0.12080390002981485,588.5756869065149
CDS-53lmHz,Male,226,50.74680200835785,0.0783153932968927,647.9799164894357
CDS-MTYEh3,U,355,0.10082668326444165,0.017909001384783508,5.629944467484918
CDS-9131qh,U,1,0.0,0.4669085783261179,0.0
CDS-y9LJmW,Male,3,0.07629223650914461,0.58159786004258,0.1311769553339813
CDS-aIxGGt,Male,260,0.5528808865069745,0.1138029311746185,4.858230634311497
CDS-rFwDXh,Male,42,0.12666225358416297,0.5655198349862471,0.22397490900958986
CDS-pVpJ0V,Male,5,0.13496566557741815,0.634899764124948,0.21257791103991808
CDS-c8fAY5,Female,202,11.537977057250432,0.03243917889968079,355.6803053780122
CDS-uENFGc,Male,200,6.201865577031657,0.022225644069374804,279.04098336467746
CDS-QYvpfr,U,233,17.34981936668201,0.05836360330799077,297.2712167054734
CDS-PfyA4W,Male,949,0.00110542550493688,0.03799937346265384,0.029090624507883085
CDS-jQXnqh,Male,4,0.05517276000492945,0.47508799510534777,0.11613166523539546
CDS-ElXz8q,U,196,41.583350240746704,0.020319817698926622,2046.4430762557142
CDS-xLFzLn,Male,320,146.64501592296037,0.04436263426345094,3305.5975678111804
CDS-GrDdnW,Male,260,80.21169755082691,0.07416658105908701,1081.5072827332283
CDS-aN8PNg,Male,1,0.0,0.6705291699514961,0.0
CDS-qFiTm3,Male,299,103.51140718532999,0.023751077820780325,4358.177256897607
CDS-yT3yr5,Male,1,0.0,0.35413221619822205,0.0
CDS-iaJvgN,Male,1,0.0,0.5538779458697902,0.0
CDS-zLNnu1,Female,232,5.764806132883653,0.04421099749785647,130.39303474578136
CDS-C60z63,Female,207,69.74875468724618,0.06555366988776908,1063.9946597445921
CDS-WXSgfq,Female,232,66.11611030387449,0.024467538054483616,2702.197097094486
CDS-S70cTT,U,6,0.021226578059762902,0.10785355003611986,0.1968092663862634
CDS-dgxjAa,Male,1,0.0,0.5531704515937493,0.0
CDS-JXPlqt,Male,372,0.11393360579617391,0.03884747882194432,2.9328442733280964
CDS-0Z9yIY,Male,349,0.7308412822301105,0.04227701353542233,17.286965684502903
CDS-Uncl2e,Female,447,0.6488383086263886,0.034705940330339295,18.69530986484138
CDS-nsBznO,Female,193,65.37224213409621,0.09326527930275254,700.9279618612248
CDS-QmEC23,Male,868,0.0035506498054523883,0.016263741637247114,0.21831690914965798
CDS-YrdjNe,Male,1,0.0,0.619542861446347,0.0
CDS-vJQlAe,Female,253,767.46338597756,0.12137940872169464,6322.846634862443
CDS-IFlU2c,Male,256,16.025513098443195,0.05528682796335966,289.8613230092313
CDS-3uTvmK,Male,272,35.101007418769306,0.06370010510731135,551.0353139863265
CDS-Z5r6HS,Male,949,0.011008193591545024,0.22068528634455567,0.04988186468561363
CDS-AQpAIt,Male,1,0.0,0.5271955142326971,0.0
CDS-17moNf,Male,3,0.11025822073772179,0.7114833925621918,0.15496949316084557
CDS-2uvoSr,Female,247,17.74868685609643,0.03649441081640734,486.33986572313387
CDS-XLdK0S,Female,345,89.68185278897087,0.08022699953613743,1117.8512633839011
CDS-wPv4Mg,Female,315,401.0035430238031,0.08257132336306901,4856.450480520658
CDS-2lH5fJ,Female,401,44.02063682762303,0.06365317510681483,691.5701652549631
CDS-s09X3U,U,212,8.44888632663825,0.026889269014508697,314.210338781596
CDS-EpJ8sU,Female,252,64.43240619203799,0.026098698293778644,2468.797695071147
CDS-4r801f,Male,3,0.03045889127376164,0.37292562496916365,0.08167551177605512
CDS-HYp2BU,Male,287,0.4021619099703667,0.016708991650143883,24.068592431602756
CDS-17DYXO,Male,1,0.0,0.3638780671311463,0.0
CDS-EgHm0W,Female,230,27.448060366758178,0.03218101753381544,852.9270504860846
CDS-HmSYmc,Male,351,19.06225323685211,0.022881957612696773,833.0691612799257
CDS-Y60ys2,U,1,0.0,0.5519670300471203,0.0
CDS-cerzh5,Male,280,90.43011374620136,0.10268162869829227,880.6844504961123
CDS-0q5dcO,Female,212,50.17309441667378,0.07484538529748068,670.3565519404524
CDS-8g0aUm,Male,344,0.9630926577277562,0.013548105343501085,71.08688877959928
CDS-5YhUsk,Female,209,1.218904978961218,0.01798411726054434,67.77674774371019
CDS-VjuI29,Male,231,50.22644592341057,0.049135555276914274,1022.2016550000981
CDS-Bh1bER,Female,324,262.1941347762555,0.043113575762797784,6081.475037440524
CDS-Q5afV3,Female,275,83.29772121333994,0.04672948309485762,1782.551736004683
CDS-qKHcCi,Male,184,74.91404209355198,0.11445368990032077,654.5358402930968
CDS-p9Aqyv,Female,233,57.96285694109727,0.03197949791417926,1812.5005307039967
CDS-4lgpXF,Male,206,0.004497088769113892,0.17211647735800534,0.026128171097528723
CDS-7UJrWv,Female,443,10.299877219087278,0.03144855912873403,327.51507555322144
CDS-T1s2fl,Male,320,0.5658339373201253,0.03970337937783806,14.251530881927065
CDS-Uvx1TL,Male,301,121.96076669415929,0.09642134236958613,1264.873146306963
CDS-hjwZ0x,Male,1,0.0,0.5262400662412561,0.0
CDS-kHeU8F,Male,10,0.09290090013448633,0.5373949096428907,0.1728726835098248
CDS-at5gh5,Female,285,17.15748511032555,0.02023747508614633,847.8075964165507
CDS-RofmSF,Male,91,0.07881692016733882,0.5861759859490121,0.13445948325524654
CDS-0yFGAM,Female,222,10.29581950176962,0.03431219647422085,300.06296768278844
CDS-PcSk1k,U,208,0.9115564889925862,0.032741720111112205,27.840824669538765
CDS-JjYzID,Female,199,91.1290187992298,0.024113552676701865,3779.161868888661
CDS-0sdrSB,U,346,0.07249960705379462,0.02345008193587554,3.091656875743353
CDS-a4H1lz,Female,209,22.954019039398688,0.052580867522023116,436.5469822228506
CDS-3DB1g0,Male,1,0.0,0.5314865176016942,0.0
CDS-oj4QCQ,Female,279,80.51360936868389,0.1243920161865553,647.2570494229683
CDS-Apkcpk,Female,267,26.364257982414276,0.06404352504068166,411.66156868578366
CDS-MF5F4F,Male,1,0.0,0.555865211578334,0.0
CDS-TJsBgG,Male,267,172.02996516215134,0.050225229703269994,3425.17030143022
CDS-uhGMmZ,Male,1,0.0,0.4899586828041242,0.0
CDS-OQITe6,Female,222,1.1667305162202113,0.0336798187277687,34.64182885456722
CDS-cb6bto,Female,213,0.8883657117767736,0.025295761166213706,35.11915320276346
CDS-izNnAT,Female,362,0.15740407070323506,0.012506992330839479,12.585285617798887
CDS-32fwy5,Female,357,0.8238756951148667,0.03915821590781605,21.039663733771377
CDS-2s2SzB,Male,1,0.0,0.4866437730526587,0.0
CDS-MA6vzk,Male,232,114.29375201201968,0.05974918470990988,1912.8922439181526
CDS-bbzoqx,Male,5,0.06250579792484248,0.5075847971335902,0.12314355803763703
CDS-puq9Jo,Female,215,47.01308116795651,0.0604940072263501,777.1527019535656
CDS-YyKcn0,Female,299,0.36811480726503154,0.0334412338055715,11.007811775285083
CDS-VnMBYD,Male,275,93.21934891153397,0.0619396511078095,1505.002809093651
CDS-SfQfi0,Male,1,0.0,0.6743796932592943,0.0
CDS-1UJEpC,Female,369,0.28848881746572896,0.043017452675293694,6.706320331036649
CDS-al7ftX,Female,200,9.922102832632401,0.06132622302177781,161.79217215299437
CDS-YSRYLi,Female,358,123.84662959284518,0.16154780302172145,766.6252791824904
CDS-LdQ0bu,Male,347,0.3758031044819605,0.013577005944021565,27.67937983023716
CDS-qzOVCU,Male,3,0.035027053722656076,0.5300814123376035,0.06607863039035916
CDS-sQK6qD,Male,300,1005.1222478180897,0.11706844835912056,8585.765523557337
CDS-2MP2sK,Male,1,0.0,0.5405110435272821,0.0
CDS-0b4jFH,Male,200,25.80884132132069,0.023580221816506257,1094.512236659894
CDS-rVBQwm,Male,420,55.08464034579448,0.03369483984744157,1634.8093831339881
CDS-2ImP2e,Male,368,16.434299395294712,0.048636852928821146,337.8980835652732
CDS-lQokdY,Female,493,24.644080130347316,0.07071946475998016,348.476621167717
CDS-vOVtqd,Male,1,0.0,0.5286651018363848,0.0
CDS-qycAK1,Male,113,0.014304573890880776,0.1105471390723688,0.12939795648186248
CDS-N3t2JB,Female,574,611.2604702040625,0.39469604084322735,1548.6866017155064
CDS-bL21N6,Male,261,58.417846900255675,0.07554962643570282,773.238064254
CDS-th1XfK,Female,330,71.53211442801081,0.1412699106095267,506.3506738227309
CDS-52aoJ0,Male,347,0.12036797891454648,0.04722608487880781,2.548760483182892
CDS-AHsEp4,Male,9,0.1444907171750358,0.4964318066832067,0.2910585406290077
CDS-8Emdjt,Female,396,1.2105999858131384,0.04845526096421225,24.98387093007826
CDS-NCGpgY,Male,3,0.04420481030115453,0.44436908187239416,0.09947769119060462
CDS-iEC5hW,Male,5,0.02244182848948356,0.3025321807392567,0.07417997131625971
CDS-yfdxEP,Female,399,0.390781565816677,0.02231918670352095,17.508772654114207
CDS-Cg5KGM,Female,190,168.75455065834305,0.07686597926947308,2195.438765786505
CDS-vNNLAr,Female,686,14.283926522850434,0.08601269731994708,166.06765010190966
CDS-fF8Nwd,Female,224,0.9255123433053195,0.05423685422516136,17.064270347669964
CDS-WgAbdT,Female,196,10.323713216362835,0.05798456759496113,178.04242826258425
CDS-ZRSoyP,Female,285,0.46060369576543875,0.017453755560290975,26.38994766337612
CDS-5P6nT1,U,1,0.0,0.5406388155406933,0.0
CDS-Tw82Cg,Female,274,441.9286700609603,0.04415306824207264,10009.013816164528
CDS-C51but,Female,368,80.23858280613142,0.10505832809283949,763.752710163301
CDS-bQWu4R,Male,784,0.1339637462729536,0.17493414672699364,0.7657952937114135
CDS-BkvCmE,U,3,0.02621193300578968,0.25401896950982306,0.1031888801705262
CDS-8XUdse,Male,1,0.0,0.5127892773517907,0.0
CDS-iXzCuK,Female,266,38.67274050679627,0.05739223076889947,673.8323286738806
CDS-KoNTMz,Male,1,0.0,0.4810987646395266,0.0
CDS-1RwlQp,Female,331,13.140936235367763,0.05976691372000273,219.86974761538954
CDS-LYjeNY,Male,3,0.9814226020749078,0.5946610325812789,1.6503899672302236
CDS-ch2aVd,Female,497,35.669622884926575,0.06232473050359013,572.3189269606529
CDS-P44nQ6,Male,314,43.51672169665518,0.08013165849094295,543.0652817646817
CDS-jCk9p9,Female,285,126.73937945547378,0.04500145258505507,2816.339744054479
CDS-nrsrS3,Female,269,173.89898472399452,0.08779346661444422,1980.7736433018786
CDS-qyMeyg,Male,1,0.0,0.5219574108820841,0.0
CDS-T1IsxS,Male,1,0.0,0.5195397359191711,0.0
CDS-QPDmWz,U,1,0.0,0.6417552063172565,0.0
CDS-vHArJs,U,309,91.26435253555596,0.13294989016929634,686.456772693391
CDS-w5MfyB,Female,234,85.30105120732262,0.03257462313243177,2618.635090896743
CDS-T6ovqD,Male,324,1.051867065747892,0.04034698496638854,26.070524640791877
CDS-X7YJtK,Male,7,0.04431778348860175,0.47247297702289676,0.09379961530890694
CDS-8ZQQ9E,Female,334,0.5441553696083173,0.04068672885232161,13.37427178241358
CDS-7aebuK,Male,259,71.45505349306873,0.022279242545712175,3207.2478831566405
CDS-bw6agH,Female,308,68.49593586478467,0.06903040222421396,992.2575221611296
CDS-lyWKTY,Male,283,1.8449655141778507,0.7640342939626689,2.4147679348382716
