																									
	CTB-1	NA	_1149	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	70	Japanese	NA	Primary	949088	Y	NA	NA	NA							
	CTV-1	NA	_1150	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic T cell leukaemia	Male	NA	NA	NA	Primary	753548	Y	NA	NA	NA							
	CW-2	CW2	_1151	MSI-H	Large intestine	Colon	Carcinoma	NA	Female	55	Japanese	NA	Primary	910554	Y	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764	Y	NA							
	D-245MG	NA	_1152	MSI-S	CNS	Brain	Glioma	Astrocytoma	Male	NA	NA	NA	Primary	946366	Y	NA	NA	NA							
	D-247MG	NA	_1153	MSI-S	CNS	Brain	Glioma	Astrocytoma	Female	80	NA	NA	Primary	946367	Y	NA	NA	NA							
	D-263MG	NA	_1154	MSI-S	CNS	Brain	Glioma	Astrocytoma	Female	NA	NA	NA	Primary	946368	Y	NA	NA	NA							
	D283 Med	"D-283MED; D283MED"	_1155	MSI-S	CNS	NA	Primitive neuroectodermal tumour-medulloblastoma	NA	Male	6	Caucasian	NA	Metastasis 	906834	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B04_410886	Y	NA							
	D-336MG	NA	_1156	MSI-S	CNS	Brain	Glioma	Astrocytoma	Male	NA	NA	NA	Primary	946369	Y	NA	NA	NA							
	D-392MG	NA	_1158	MSI-S	CNS	Brain	Glioma	Astrocytoma	NA	NA	NA	NA	Primary	946370	Y	NA	NA	NA							
	D-423MG	NA	_1160	MSI-S	CNS	Brain	Glioma	Astrocytoma	Male	NA	NA	NA	Primary	946372	Y	NA	NA	NA							
	D-502MG	NA	_1162	MSI-S	CNS	Brain	Glioma	Astrocytoma	NA	NA	NA	NA	Primary	946373	Y	NA	NA	NA							
	D-542MG	NA	_1164	MSI-S	CNS	Brain	Glioma	Glioblastoma	NA	NA	NA	NA	Primary	753549	Y	NA	NA	NA							
	D-566MG	NA	_1166	MSI-S	CNS	Brain	Glioma	Astrocytoma	Male	NA	NA	NA	Primary	946377	Y	NA	NA	NA							
	Daoy	DAOY	_1167	MSI-S	CNS	Posterior fossa	Primitive neuroectodermal tumour-medulloblastoma	Desmoplastic	Male	4	Caucasian	NA	Primary	906833	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C12_335258	Y	NA							
	DB	NA	_1168	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Male	45	Caucasian	NA	Metastasis	906832	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G02_335334	Y	NA							
	DBTRG-05MG	DBTRG05MG	_1169	MSI-S	CNS	Brain	Glioma	"Astrocytoma Grade IV; Glioblastoma multiforme"	Female	59	Caucasian	NA	Primary	906835	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A06_256012	Y	NA							
	DEL	NA	_1170	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	NA	Male	12	NA	NA	Metastasis	906836	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C07_490506	Y	NA							
	Detroit 562	"Detroit562; DETROIT562"	_1171	MSI-S	Upper aerodigestive tract	Pharynx	Carcinoma	NA	Female	NA	Caucasian	NA	Metastasis	906837	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426	Y	NA							
	DJM-1	NA	_1172	MSI-S	Skin	NA	Adnexal tumour	"Other; Malignant trichilemmal cyst"	Female	87	Japanese	NA	Primary	906841	Y	NA	NA	NA							
	DK-MG	DKMG	_1173	MSI-L	CNS	Parietal lobe	Glioma	"Astrocytoma Grade IV; Glioblastoma multiforme"	Female	67	NA	NA	Primary	906839	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B11_335232	Y	NA							
	DMS 114	"DMS-114; DMS114"	_1174	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	68	Caucasian	NA	Metastasis 	687983	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D04_437284	Y	NA							
	DMS 153	DMS153	_1175	NA	Lung	NA	Carcinoma	Small cell carcinoma	Male	44	Caucasian	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700	Y	NA							
	DMS 273	"DMS-273; DMS273"	_1176	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Female	50	NA	NA	Metastasis 	687985	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D07_542826	Y	NA							
	DMS 53	"DMS-53; DMS53"	_1177	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	54	Caucasian	NA	Primary	907295	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C06_464568	Y	NA							
	DMS 79	"DMS-79; DMS79"	_1178	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	NA	65	Caucasian	NA	Metastasis	753551	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D08_246696	Y	NA							
	DoHH2	"DOHH-2; DOHH2"	_1179	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Male	60	NA	NA	Metastasis	906842	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A12_578328	Y	NA							
	DOK	NA	_1180	MSI-S	Upper aerodigestive tract	"Mouth; Tongue"	Other	Dysplasia	Male	57	Caucasian	NA	Primary	910936	Y	NA	NA	NA							
	DoTc2 4510	DoTc2-4510	_1181	MSI-S	Cervix	NA	Carcinoma	NA	Female	NA	NA	NA	Primary	906843	Y	NA	NA	NA							
	DSH1	NA	_1182	MSI-S	Urinary tract	Bladder	Carcinoma	NA	Male	48	NA	NA	Primary	753552	Y	NA	NA	NA							
	DU4475	DU-4475	_1183	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	62	Caucasian	NA	Metastasis	906844	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060	Y	NA							
	DV-90	DV90	_1184	NA	Lung	NA	Carcinoma	Adenocarcinoma	Male	50	NA	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C07_464566	Y	NA							
	EB3	EB-3	_1185	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Male	3	Black	NA	Primary	906847	Y	NA	NA	NA							
	EB2	NA	_1186	MSI-L	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Female	7	Black	NA	Primary	906846	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C06_411046	Y	NA							
	EC-GI-10	ECGI10	_1187	MSI-S	Oesophagus	NA	Carcinoma	NA	Male	65	Japanese	NA	Primary	753555	Y	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F12_592786	Y	NA							
	ECC10	NA	_1188	MSI-S	Stomach	NA	Carcinoma	Small cell carcinoma	Male	73	Japanese	NA	Metastasis	906848	Y	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788	Y	NA							
	ECC12	NA	_1189	MSI-S	Stomach	NA	Carcinoma	Small cell carcinoma	Male	63	Japanese	NA	Metastasis	906849	Y	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716	Y	NA							
	EFE-184	EFE184	_1191	NA	Endometrium	NA	Carcinoma	NA	Female	69	Caucasian	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D10_293370	Y	NA							
	EFO-27	EFO27	_1192	MSI-H	Ovary	NA	Carcinoma	Mucinous carcinoma	Female	36	NA	NA	Metastasis	906852	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G05_246762	Y	NA							
	EGI-1	NA	_1193	MSI-S	Biliary tract	Bile duct	Carcinoma	Adenocarcinoma	Male	52	Caucasian	NA	Primary	906853	Y	NA	NA	NA							
	EHEB	NA	_1194	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B-lymphoblastoid	Female	69	NA	NA	Primary	906854	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410	Y	NA							
	EKVX	NA	_1195	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Primary	905970	Y	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_F02_1217510	Y	Y							
	EM-2	EM2	_1196	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Blast phase chronic myeloid leukaemia	Female	5	Caucasian	NA	Primary	906855	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B05_490454	Y	NA							
	EPLC-272H	EPLC272H	_1197	MSI-S	Lung	NA	Carcinoma	Squamous cell carinoma	Male	57	Caucasian	NA	NA	753556	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H04_293454	Y	NA							
	ES1	NA	_1198	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Female	5	NA	NA	Primary	949158	Y	NA	NA	NA							
	ES3	NA	_1199	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Male	12	NA	NA	Primary	684055	Y	NA	NA	NA							
	ES4	NA	_1200	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Male	18	NA	NA	Primary	949156	Y	NA	NA	NA							
	ES5	NA	_1201	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Male	16	NA	NA	Primary	684057	Y	NA	NA	NA							
	ES6	NA	_1202	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Male	17	NA	NA	Primary	949157	Y	NA	NA	NA							
	ES7	NA	_1203	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Male	15	NA	NA	Primary	684059	Y	NA	NA	NA							
	ES8	NA	_1204	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Male	10	NA	NA	Primary	949155	Y	NA	NA	NA							
	ESS-1	ESS1	_1205	MSI-S	Endometrium	NA	Carcinoma	Carcinosarcoma-malignant mesodermal mixed tumour	Female	76	Caucasian	NA	Primary	907000	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B11_293324	Y	NA							
	ETK-1	NA	_1206	MSI-S	Biliary tract	Bile duct	Carcinoma	Adenocarcinoma	Female	64	NA	NA	Primary	906861	Y	NA	NA	NA							
	Evsa-T	"EVSA-T; EVSAT"	_1207	MSI-S	Breast	NA	Carcinoma	NA	Female	58	NA	NA	Primary	906862	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C08_256064	Y	NA							
	EW-1	NA	_1208	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Male	19	NA	NA	Primary	949163	Y	NA	NA	NA							
	EW-11	NA	_1209	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Female	11	NA	NA	Primary	684062	Y	NA	NA	NA							
	EW-12	NA	_1210	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Female	16	NA	NA	Primary	949162	Y	NA	NA	NA							
	EW-13	NA	_1211	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Male	NA	NA	NA	Primary	949166	Y	NA	NA	NA							
	EW-16	NA	_1212	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Male	NA	NA	NA	Primary	949165	Y	NA	NA	NA							
	EW-18	NA	_1213	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		NA	NA	NA	NA	Primary	949164	Y	NA	NA	NA							
	EW-22	NA	_1214	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		NA	NA	NA	NA	Primary	949167	Y	NA	NA	NA							
	EW-24	NA	_1215	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		NA	NA	NA	NA	Primary	949168	Y	NA	NA	NA							
	EW-3	NA	_1216	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Male	14	NA	NA	Primary	949161	Y	NA	NA	NA							
	EW-7	NA	_1217	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour		Female	20	NA	NA	Primary	949160	Y	NA	NA	NA							
	FaDu	FADU	_1218	MSI-S	Upper aerodigestive tract	"Pharynx; Hypopharynx "	Carcinoma	Squamous cell carcinoma	Male	56	Caucasian	NA	Primary	906863	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F12_335330	Y	NA							
	FTC-133	FTC133	_1219	MSI-S	Thyroid	NA	Carcinoma	Follicular carcinoma	Male	42	NA	NA	Metastasis	906864	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C12_698618	Y	NA							
	G-361	G361	_1220	MSI-S	Skin	NA	Malignant melanoma	NA	Male	31	Caucasian	NA	Primary	906865	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C07_246670	Y	NA							
	G-402	G402	_1221	MSI-S	Soft tissue	"Smooth muscle; Kidney"	NA	NA	Female	0,75	Caucasian	NA	Primary	907298	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E02_335286	Y	NA							
	GA-10	GA10	_1222	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt	Male	41	Caucasian, White	NA	NA	1303896	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F09_410968	Y	NA							
	GAK	NA	_1225	MSI-S	Skin	NA	Malignant melanoma	NA	Female	86	Japanese	NA	Primary	910932	Y	NA	NA	NA							
	GaMG	GAMG	_1226	MSI-S	CNS	Brain	Glioma	NA	Female	42	NA	NA	Primary	906868	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D02_293354	Y	NA							
	GB-1	GB1	_1227	MSI-S	CNS	Brain	Glioma	"Astrocytoma Grade IV; Glioblastoma multiforme"	Male	35	NA	NA	Primary	687568	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C12_437496	Y	NA							
	GCIY	NA	_1228	MSI-S	Stomach	NA	Carcinoma	Adenocarcinoma	Female	NA	Japanese	NA	Primary	906869	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D11_411014	Y	NA							
	GCT	NA	_1229	MSI-S	Soft tissue	Fibrous tissue and uncertain origin	Malignant fibrous histiocytoma-pleomorphic sarcoma	NA	Male	29	NA	NA	Metastasis	906999	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E12_335306	Y	NA							
	GDM-1	GDM1	_1230	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	"Acute myeloid leukaemia; M4"	Female	66	White	NA	Primary	906870	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B09_410896	Y	NA							
	GI-1	GI1	_1231	MSI-S	CNS	Brain	Glioma	Gliosarcoma	Male	61	Japanese	NA	Primary	906871	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E12_293398	Y	NA							
	GI-ME-N	NA	_1232	MSI-S	Autonomic ganglia	NA	Neuroblastoma	NA	Female	2	Caucasian	NA	Metastasis	906872	Y	NA	NA	NA							
	GMS-10	GMS10	_1233	MSI-S	CNS	Brain	Glioma	"Astrocytoma Grade IV; Glioblastoma multiforme"	Male	49	NA	NA	Primary	906873	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E10_293394	Y	NA							
	GOTO	NA	_1234	MSI-S	Autonomic ganglia	NA	Neuroblastoma	NA	Male	1,1	NA	NA	Primary	906875	Y	NA	NA	NA							
	GP5d	NA	_1235	MSI-H	Large intestine	Colon	Carcinoma	Adenocarcinoma	Female	71	Caucasian	NA	Primary	907291	Y	NA	NA	NA							
	GR-ST	NA	_1236	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic leukaemia	Male	10	NA	NA	Primary	906877	Y	NA	NA	NA							
	GT3TKB	NA	_1237	MSI-L	Lung	NA	Carcinoma	Squamous cell carcinoma	Male	NA	NA	NA	NA	907041	Y	NA	NA	NA							
	H-EMC-SS	NA	_1238	MSI-S	Bone	Extraskeletal	Chondrosarcoma	NA	Female	77	Japanese	NA	Primary	907290	Y	NA	NA	NA							
	H4	NA	_1239	MSI-S	CNS	Brain	Glioma	NA	Male	37	Caucasian	NA	Primary	907042	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C03_411056	Y	NA							
	H9	NA	_1240	MSI-S	Haematopoietic and lymphoid	Skin	Lymphoid neoplasm	Mycosis fungoides-Sezary syndrome	Male	53	Caucasian	NA	Primary	907043	Y	NA	NA	NA							
	HA7-RCC	NA	_1241	MSI-S	Kidney	NA	Carcinoma	Clear cell renal cell carcinoma	Male	NA	NA	NA	Primary	753558	Y	NA	NA	NA							
	HAL-01	NA	_1242	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic leukaemia	Female	17	Japanese	NA	Primary	949153	Y	NA	NA	NA							
	HC-1	NA	_1243	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Hairy cell leukaemia	Male	56	White	NA	Primary	907044	Y	NA	NA	NA							
	HCC1143	NA	_1245	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	52	Caucasian	S_III	Primary	749710	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B11_410900	Y	NA							
	HCC1187	NA	_1247	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	41	Caucasian, White	S_III	Primary	749711	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B11_437316	Y	NA							
	HCC1395	NA	_1249	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	43	Caucasian, White	NA	NA	749712	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_H12_335378	Y	NA							
	HCC1419	NA	_1251	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	42	Hispanic	"G_III; S_III"	Primary	907045	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A08_464616	Y	NA							
	HCC1428	NA	_1252	MSI-S	Breast	NA	Carcinoma	Adenocarcinoma	Female	49	Caucasian, White	NA	NA	1290905	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F08_698666	Y	NA							
	HCC1500	NA	_1254	MSI-L	Breast	NA	Carcinoma	Ductal carcinoma	Female	32	African, Black	NA	NA	1303900	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A04_464624	Y	NA							
	HCC1569	NA	_1255	MSI-H	Breast	NA	Carcinoma	Metaplastic carcinoma	Female	70	Black	"G_IV; S_III"	Primary	907046	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G07_698658	Y	NA							
	HCC1599	NA	_1256	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	44	Caucasian, White	S_III	Primary	749713	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H11_464630	Y	NA							
	HCC1806	NA	_1258	MSI-S	Breast	NA	Carcinoma	"Ductal carcinoma; Squamous cell carcinoma"	Female	60	Black	"G_II; S_II"	Primary	907047	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B05_410888	Y	NA							
	HCC1954	NA	_1259	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	61	Indian	S_III	Primary	749709	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A04_437564	Y	NA							
	HCC2157	NA	_1261	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	48	Black	NA	Primary	749715	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A07_464618	Y	NA							
	HCC2218	NA	_1263	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	38	Caucasian, White	"G_III; S_III"	Primary	749716	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A05_437578	Y	NA							
	HCC2935	NA	_1265	NA	Lung	NA	Carcinoma	Non small cell carcinoma	Male	39	Caucasian	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F02_698602	Y	NA							
	HCC2998	NA	_1266	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Primary	905971	Y	NA	NA	Y							
	HCC38	NA	_1267	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	50	Caucasian, White	"G_II; S_III"	NA	749717	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H06_410918	Y	NA							
	HCC4006	NA	_1269	NA	Lung	NA	Carcinoma	Adenocarcinoma	Male	50	Caucasian	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A06_464612	Y	NA							
	HCC70	NA	_1270	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	49	Black	"G_III; S_III"	Primary	907048	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G03_410962	Y	NA							
	HCE-4	NA	_1271	MSI-S	Oesophagus	NA	Carcinoma	NA	NA	NA	NA	NA	Primary	753559	Y	NA	NA	NA							
	HD-MY-Z	HDMYZ	_1273	MSI-S	Haematopoietic and lymphoid	Lymph node	Lymphoid neoplasm	Hodgkin lymphoma	Male	29	NA	NA	Metastasis	907050	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E04_293382	Y	NA							
	HEC-1	NA	_1274	MSI-H	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	71	NA	NA	Primary	907051	Y	NA	NA	NA							
	HGC-27	HGC27	_1279	MSI-S	Stomach	NA	Carcinoma	Adenocarcinoma	NA	NA	NA	NA	Primary	907055	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C05_411052	Y	NA							
	HH	NA	_1280	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Adult T cell lymphoma-leukaemia	Male	61	Caucasian	NA	Primary	907056	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G01_335332	Y	NA							
	HLE	NA	_1281	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	68	NA	NA	Primary	907057	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A06_437342	Y	NA							
	HMV-II	NA	_1282	MSI-S	Skin	NA	Malignant melanoma	NA	Female	65	Japanese	NA	Primary	907058	Y	NA	NA	NA							
	HN	NA	_1283	MSI-S	Upper aerodigestive tract	"Mouth; Mouth roof"	Carcinoma	Squamous cell carcinoma	Male	60	Japanese	NA	Metastasis	907059	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B12_490428	Y	NA							
	HO-1-N-1	NA	_1284	MSI-S	Salivary gland	Buccal mucosa	Carcinoma	Mucoepidermoid carcinoma	Male	NA	NA	NA	Primary	924111	Y	NA	NA	NA							
	HOP-62	HOP62	_1285	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	60	NA	NA	Primary	905972	Y	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_D05_1217564	Y	Y							
	HOP-92	HOP92	_1286	MSI-S	Lung	NA	Carcinoma	Large cell carcinoma	Male	62	NA	NA	Primary	905973	Y	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_A01_1217656	Y	Y							
	HSC-2	HSC2	_1287	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carcinoma	Male	69	NA	NA	Primary	753562	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F11_437432	Y	NA							
	HSC-3	HSC3	_1288	MSI-S	Upper aerodigestive tract	"Mouth; Tongue"	Carcinoma	Squamous cell carcinoma	Male	64	NA	NA	Primary	907061	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G02_437430	Y	NA							
	HSC-4	HSC4	_1289	MSI-S	Upper aerodigestive tract	"Mouth; Tongue"	Carcinoma	Squamous cell carcinoma	Male	64	Japanese	NA	Primary	907062	Y	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D02_592876	Y	NA							
	HT	NA	_1290	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	70	Caucasian	NA	Metastasis	907063	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G09_410942	Y	NA							
	HT-1197	HT1197	_1291	MSI-S	Urinary tract	Bladder	Carcinoma	Transitional cell carcinoma	Male	44	Caucasian	S_IV	Primary	907065	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D02_256076	Y	NA							
	HT-1376	HT1376	_1292	MSI-S	Urinary tract	Bladder	Carcinoma	Transitional cell carcinoma	Female	58	Caucasian	S_III	Primary	907066	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E03_256102	Y	NA							
	HT-3	NA	_1293	MSI-S	Cervix	NA	Carcinoma	NA	Female	58	Caucasian	NA	Primary	907068	Y	NA	NA	NA							
	HT-55	HT55	_1294	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	NA	NA	NA	NA	Primary	907287	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E12_698606	Y	NA							
	HTC-C3	NA	_1295	MSI-S	Thyroid	NA	Carcinoma	Anaplastic carcinoma	Female	44	Japanese	NA	Primary	924151	Y	NA	NA	NA							
	HuH-6 Clone 5	HUH-6-clone5	_1296	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	1	Japanese	NA	NA	907070	Y	NA	NA	NA							
	HuO-3N1	NA	_1297	MSI-S	Bone	NA	Osteosarcoma	NA	Female	15	NA	NA	Primary	909977	Y	NA	NA	NA							
	HuO9	NA	_1298	MSI-S	Bone	Femur	Osteosarcoma	NA	Female	13	Japanese	NA	Primary	907072	Y	NA	NA	NA							
	HuP-T3	HUPT3	_1299	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	66	Japanese	NA	Metastasis	907285	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G01_293424	Y	NA							
	HuP-T4	HUPT4	_1300	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	60	Japanese	NA	Metastasis	907286	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B10_335230	Y	NA							
	HuTu 80	"HUTU-80; HUTU80"	_1301	MSI-S	Small intestine	Duodenum	Carcinoma	Adenocarcinoma	Male	53	Caucasian	NA	Primary	907073	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B01_437540	Y	NA							
	IA-LM	IALM	_1302	MSI-S	Lung	NA	Carcinoma	Large cell carcinoma	Male	68	Japanese	NA	Metastasis	910779	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A01_437562	Y	NA							
	IGR-1	IGR1	_1303	MSI-S	Skin	NA	Malignant melanoma	NA	Male	42	Caucasian	NA	Metastasis	907169	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C02_542918	Y	NA							
