																									
	U-87MG ATCC	"U-87-MG; U87MG"	_0022	MSI-S	CNS	Brain	Glioma	Astrocytoma	Female	44	Caucasian	NA	Primary	687590	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G11_246774	Y	NA							
	A-549	A549	_0023	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Male	58	Caucasian	NA	Primary	905949	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B06_256036	Y	Y							
	SCLC-21H	SCLC21H	_0024	NA	Lung	NA	Carcinoma	Small cell carcinoma	Male	46	Caucasian	NA	NA	NA	NA	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464	Y	NA							
	Caco-2	CACO2	_0025	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	72	Caucasian	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_E03_1217632	Y	NA							
	Capan-2	CAPAN2	_0026	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	56	Caucasian	NA	Primary	910915	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056	Y	NA							
	Hep-G2	HEPG2	_0027	NA	Liver	NA	Hepatoblastoma	NA	Male	15	Caucasian	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C06_256060	Y	NA							
	AN3-CA	AN3CA	_0028	MSI-H	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	55	Caucasian	NA	Metastasis 	910781	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G07_578294	Y	NA							
	EFO-21	EFO21	_0029	MSI-S	Ovary	NA	Carcinoma	Serous carcinoma	Female	56	Caucasian	NA	Metastasis	911905	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736	Y	NA							
	HeLa	NA	_0030	MSI-S	Cervix	NA	Carcinoma	NA	Female	30,5	African, Black	NA	NA	1298134	Y	NA	NA	NA							
	MCF-7	MCF7	_0031	MSI-S	Breast	NA	Carcinoma	NA	Female	69	Caucasian	NA	Primary	905946	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B09_437556	Y	Y							
	SiHa	SIHA	_0032	MSI-S	Cervix	NA	Carcinoma	Squamous cell carcinoma	Female	55	Mongoloid, Asian	NA	Primary	930297	Y	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_B08_1217612	Y	NA							
	SK-BR-3	SKBR3	_0033	NA	Breast	NA	Carcinoma	NA	Female	43	Caucasian	NA	NA	NA	NA	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336	Y	NA							
	PC-3	PC3	_0035	MSI-S	Prostate	NA	Carcinoma	Adenocarcinoma	Male	62	Caucasian	S_IV	Primary	905934	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052	Y	Y							
	RT-4	RT4	_0036	MSI-S	Urinary tract	Bladder	Carcinoma	Transitional cell carcinoma	Male	63	Caucasian	NA	Primary	687455	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276	Y	NA							
	A-431	A431	_0037	MSI-S	Skin	NA	Squamous cell carcinoma	NA	Female	85	NA	NA	Primary	910925	Y	NA	NA	NA							
	SK-MEL-30	SKMEL30	_0039	MSI-S	Skin	NA	Malignant melanoma	NA	Male	67	Caucasian	NA	Metastasis	909726	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F05_246738	Y	NA							
	WM115	WM-115	_0040	MSI-S	Skin	NA	Malignant melanoma	NA	Female	55	NA	NA	Primary	909784	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D05_256082	Y	NA							
	Rh30	RH30, SJRH30	_0041	MSI-S	Soft tissue	Striated muscle	Rhabdomyosarcoma	Alveolar	Male	17	Caucasian	NA	Metastasis	909716	Y	"FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314; CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F07_490390"	Y	NA							
	U2OS	U-2-OS	_0042	MSI-S	Bone	Tibia	Osteosarcoma	NA	Female	15	Caucasian	NA	Primary	909776	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_H10_335374	Y	NA							
	NCI-H1299	NCIH1299	_0060	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Male	43	Caucasian	NA	Metastasis	724831	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A01_335188	Y	NA							
	MDA-MB-231	MDAMB231	_0062	MSI-S	Breast	NA	Carcinoma	NA	Female	51	Caucasian	NA	Primary	905960	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G12_246776	Y	Y							
	MV4-11	"MV-4-11; MV411"	_0064	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia	Male	10	NA	NA	Primary	908156	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G10_246772	Y	NA							
	Jurkat	JURKAT	_0065	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic T cell leukaemia	Male	14	NA	NA	NA	998184	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A07_490460	Y	NA							
	Namalwa	NAMALWA	_0067	MSI-L	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Female	3	African	NA	Primary	908159	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C05_246666	Y	NA							
	SK-MEL-1	SKMEL1	_0068	MSI-S	Skin	NA	Malignant melanoma	NA	Male	29	Caucasian	NA	Primary	909723	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278	Y	NA							
	SK-MEL-2	SKMEL2	_0069	MSI-H	Skin	Upper leg	Malignant melanoma	NA	Male	60	Caucasian	NA	Primary	905955	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730	Y	Y							
	SNU-16	"NCI-SNU-16; SNU16"	_0076	MSI-S	Stomach	NA	Carcinoma	Adenocarcinoma	Female	33	Korean, Asian	NA	Metastasis	908446	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E08_335298	Y	NA							
	SNU-398	SNU398	_0077	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	42	Asian	NA	NA	1240217	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B07_437308	Y	NA							
	SNU-5	"NCI-SNU-5; SNU5"	_0078	MSI-S	Stomach	NA	Carcinoma	Adenocarcinoma	Female	22	Korean, Asian	NA	Metastasis	908445	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508	Y	NA							
	697	NA	_0079	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Male	12	NA	NA	Recurrent	906800	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F12_578410	Y	NA							
	A-673	A673	_0080	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Female	15	NA	NA	Primary	684052	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D12_335282	Y	NA							
	MHH-CALL-3	MHHCALL3	_0089	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Female	11	NA	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H12_578278	Y	NA							
	SNU-182	SNU182	_0090	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	24	Asian	NA	NA	1240216	Y	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888	Y	NA							
	NALM-1	NALM1	_0091	NA	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Blast phase chronic myeloid leukaemia	Female	3	NA	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B03_578398	Y	NA							
	NALM-6	NALM6	_0092	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Male	19	NA	NA	Primary	908158	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H11_578446	Y	NA							
	"RS4;11"	"RS4-11; RS411"	_0093	MSI-H	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute leukaemia	Female	32	Caucasian	NA	Metastasis	909703	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678	Y	NA							
	SEM	NA	_0095	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Female	5	NA	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286	Y	NA							
	SKM-1	SKM1	_0098	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Myelodysplasic syndrome	Male	76	Japanese	NA	Primary	909722	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638	Y	NA							
	SNU-1	"NCI-SNU-1; SNU1"	_0099	MSI-H	Stomach	NA	Carcinoma	Adenocarcinoma	Male	44	Korean, Asian	NA	Primary	908444	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B05_437532	Y	NA							
	SNU-601	SNU601	_0101	NA	Stomach	NA	Carcinoma	Adenocarcinoma	Male	34	Mongoloid	NA	NA	NA	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B11_592706	Y	NA							
	SUP-B15	SUPB15	_0103	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic B cell leukaemia	Male	9	Caucasian	NA	NA	1247871	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G07_437372	Y	NA							
	DU145	DU-145	_0105	MSI-H	Prostate	NA	Carcinoma	Adenocarcinoma	Male	69	Caucasian	NA	Primary	905935	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734	Y	Y							
	BCP-1	BCP1	_0107	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	94	NA	NA	NA	NA	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F10_437220	Y	NA							
	1321N1	NA	_0110	NA	CNS	Brain	Glioma	Astrocytoma	Male	47	Caucasian	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E09_293392	Y	NA							
	5637	NA	_0126	MSI-S	Urinary tract	Bladder	Carcinoma	NA	Male	68	Caucasian	S_II	Primary	687452	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C05_578366	Y	NA							
	A-172	A172	_0131	MSI-S	CNS	Brain	Glioma	Astrocytoma Grade IV	Male	53	NA	NA	Primary	687563	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A01_437348	Y	NA							
	A-375	A375	_0132	MSI-S	Skin	NA	Malignant melanoma	NA	Female	54	NA	NA	Primary	906793	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G08_293438	Y	NA							
	A2780	NA	_0134	MSI-L	Ovary	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	Primary	906804	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A01_256002	Y	NA							
	AGS	NA	_0139	MSI-S	Stomach	NA	Carcinoma	Adenocarcinoma	Female	54	Caucasian	NA	Primary	906790	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E03_293380	Y	NA							
	AsPC-1	ASPC1	_0152	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Female	62	Caucasian	NA	Metastasis 	910702	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G07_246766	Y	NA							
	B-CPAP	BCPAP	_0153	MSI-S	Thyroid	NA	Carcinoma	NA	Female	76	NA	NA	Primary	924104	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G05_490434	Y	NA							
	SK-N-BE(2)-M17	BE2-M17	_0167	MSI-L	Autonomic ganglia	NA	Neuroblastoma	NA	Male	1,8	NA	NA	NA	753616	Y	NA	NA	NA							
	BT-20	BT20	_0178	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	74	Caucasian	NA	Primary	906801	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F06_335318	Y	NA							
	BT-474	BT474	_0179	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	60	Caucasian	NA	Primary	946359	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B12_293326	Y	NA							
	BV-173	BV173	_0181	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Blast phase chronic myeloid leukaemia	Male	45	NA	NA	Primary	910710	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D04_578460	Y	NA							
	BxPC-3	BXPC3	_0186	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Female	61	NA	NA	Primary	906693	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G02_246756	Y	NA							
	Caov-3	CAOV3	_0201	MSI-S	Ovary	NA	Carcinoma	Adenocarcinoma	Female	54	Caucasian	NA	Primary	906825	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A10_256020	Y	NA							
	Caov-4	CAOV4	_0202	MSI-S	Ovary	NA	Carcinoma	Adenocarcinoma	Female	45	Caucasian	NA	Metastasis	949090	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B06_437306	Y	NA							
	CCRF-CEM	NA	_0207	MSI-L	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic leukaemia	Female	4	Caucasian	NA	Primary	905952	Y	NA	NA	Y							
	CESS	NA	_0209	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	"Acute myeloid leukaemia; M4"	Male	NA	Caucasian	NA	Primary	910688	Y	NA	NA	NA							
	CMK	NA	_0216	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	"Acute myeloid leukaemia; M7"	Male	0,8	NA	NA	Primary	910566	Y	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650	Y	NA							
	CMK-11-5	CMK115	_0217	NA	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia	Male	0,8	NA	NA	NA	NA	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F11_410972	Y	NA							
	COLO 205	"COLO-205; COLO205"	_0218	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	70	Caucasian	NA	Primary	905961	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B10_437314	Y	Y							
	COLO 320HSR	COLO-320-HSR	_0220	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	Female	55	Caucasian	NA	Primary	910569	Y	NA	NA	NA							
	Caki-1	CAKI-1, CAKI1	_0234	MSI-S	Kidney	NA	Carcinoma	Clear cell renal cell carcinoma	Male	49	Caucasian	NA	Primary	905963	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D12_437234	Y	Y							
	Caki-2	CAKI2	_0235	NA	Kidney	NA	Carcinoma	Papillary renal cell carcinoma	Male	69	Caucasian	NA	NA	NA	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G04_246760	Y	NA							
	Calu-6	CALU6	_0236	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Female	61	Caucasian	NA	Primary	724859	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G10_293442	Y	NA							
	Capan-1	CAPAN1, CAPAN-1	_0237	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	40	Caucasian	NA	Metastasis	753624	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278	Y	NA							
	DAN-G	DANG	_0243	MSI-S	Pancreas	NA	Carcinoma	NA	Female	68	NA	NA	NA	1290797	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A04_335194	Y	NA							
	DG-75	NA	_0244	MSI-H	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Male	10	Caucasian, White	NA	Metastasis	906838	Y	NA	NA	NA							
	DLD-1	DLD1	_0248	NA	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	NA	NA	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D11_246702	Y	NA							
	SNU-387	SNU387	_0250	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Female	41	Korean, Asian	"G_IV; S_IV"	Primary	909736	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B05_437304	Y	NA							
	EFM-19	EFM19	_0253	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	50	Caucasian	S_II	Metastasis	906851	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726	Y	NA							
	EoL-1	"EoL-1-cell; EOL1"	_0258	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Chronic eosinophilic leukaemia-hypereosinophilic syndrome	Male	33	Japanese	NA	Primary	906856	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D11_578356	Y	NA							
	G-401	G401	_0270	MSI-S	Kidney	NA	Rhabdoid tumour	NA	Male	0,25	Caucasian	NA	Primary	907299	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B07_410892	Y	NA							
	GEO	NA	_0271	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	NA	NA	NA	NA	Primary	2164691	Y	NA	NA	NA							
	HCC1937	NA	_0290	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	23	Caucasian	S_III	Primary	749714	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B04_437302	Y	NA							
	HCT 116	"HCT-116; HCT116"	_0291	MSI-H	Large intestine	Colon	Carcinoma	NA	Male	48	NA	NA	Primary	905936	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A07_256014	Y	Y							
	HCT 15	"HCT-15; HCT15"	_0292	MSI-H	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Primary	905937	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B09_256042	Y	Y							
	HEC-1-A	HEC1A	_0293	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	71	Japanese	NA	NA	NA	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A10_293298	Y	NA							
	HEC-1-B	HEC1B	_0294	NA	Endometrium	NA	Carcinoma	Adenocarcinoma	Female	71	Japanese	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C05_698694	Y	NA							
	HEY	Hey	_0297	MSI-S	Ovary	NA	Carcinoma	Serous carcinoma	Female	NA	NA	NA	NA	1479988	Y	NA	NA	NA							
	HK-2	HK2	_0302	NA	Kidney	NA	Other	Immortalized epithelial	Male	NA	NA	NA	NA	NA	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F02_780330	Y	NA							
	HOS	NA	_0312	MSI-S	Bone	NA	Osteosarcoma	NA	Female	13	Caucasian	NA	Primary	907060	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H09_464634	Y	NA							
	HPAF-II	HPAFII	_0313	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	44	Caucasian	NA	Metastasis	724869	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C04_411050	Y	NA							
	HT-1080	HT1080	_0317	MSI-S	Soft tissue	Fibrous tissue and uncertain origin	Fibrosarcoma	NA	Male	35	Caucasian	NA	Primary	907064	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E05_437252	Y	NA							
	HT-144	HT144	_0318	MSI-S	Skin	NA	Malignant melanoma	NA	Male	29	Caucasian	NA	Primary	907067	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C10_437272	Y	NA							
	HT-29	HT29	_0320	MSI-S	Large intestine	Colon	Carcinoma	NA	Female	44	Caucasian	NA	Primary	905939	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B01_256026	Y	Y							
	HuCC-T1	"HuCCT1; HUCCT1"	_0324	MSI-S	Biliary tract	NA	Carcinoma	NA	Male	56	NA	NA	Primary	907069	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B07_437528	Y	NA							
	Hep 3B2.1-7	"Hep 3B2_1-7; HEP3B217"	_0326	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	8	African, Black	NA	NA	1240147	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G09_464664	Y	NA							
	Hs 294T	HS294T	_0331	NA	Skin	NA	Malignant melanoma	NA	Male	56	Caucasian	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H09_578438	Y	NA							
	Hs 578T	"Hs-578-T; HS578T"	_0332	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	74	Caucasian	NA	Primary	905957	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F02_335310	Y	Y							
	Hs 746.T	"Hs746T; HS746T"	_0333	MSI-S	Stomach	NA	Carcinoma	NA	Male	74	Caucasian	NA	NA	1240151	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G06_437370	Y	NA							
	Hs 766.T	"Hs766T; HS766T"	_0334	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	64	Caucasian	NA	NA	1298141	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A08_256016	Y	NA							
	HuH-7	HUH7	_0336	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	57	Japanese	NA	Primary	907071	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_H12_437494	Y	NA							
	HuT 78	HUT78	_0337	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Mycosis fungoides and Sezary syndrome	Male	53	Caucasian	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D04_464548	Y	NA							
	IMR-32	IMR32	_0346	NA	Autonomic ganglia	NA	Neuroblastoma	NA	Male	1,1	Caucasian	NA	NA	NA	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C01_437320	Y	NA							
	J82	NA	_0359	MSI-S	Urinary tract	Bladder	Carcinoma	Transitional cell carcinoma	Male	58	Caucasian	NA	NA	753566	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G06_256156	Y	NA							
	JAR	NA	_0360	MSI-S	Placenta	NA	Choriocarcinoma	NA	Female	24	Caucasian	NA	Primary	907175	Y	NA	NA	NA							
	JEG-3	NA	_0363	MSI-S	Placenta	NA	Choriocarcinoma	NA	Female	NA	NA	NA	Primary	907176	Y	NA	NA	NA							
