ccle_name,canonical_ccle_name,broad_id
SLR26_KIDNEY,SLR26_KIDNEY,ACH-000600
MIAPACA2_PANCREAS,MIAPACA2_PANCREAS,ACH-000601
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000602
BEN_LUNG,BEN_LUNG,ACH-000603
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000604
TE6_OESOPHAGUS,TE6_OESOPHAGUS,ACH-000605
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,ACH-000606
KYM1_SOFT_TISSUE,KYM1_SOFT_TISSUE,ACH-000607
COV644_OVARY,COV644_OVARY,ACH-000608
SF126_CENTRAL_NERVOUS_SYSTEM,SF126_CENTRAL_NERVOUS_SYSTEM,ACH-000609
NCIH2227_LUNG,NCIH2227_LUNG,ACH-000610
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000611
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000612
HOS_BONE,HOS_BONE,ACH-000613
RVH421_SKIN,RVH421_SKIN,ACH-000614
SKMEL28_SKIN,SKMEL28_SKIN,ACH-000615
HS746T_STOMACH,HS746T_STOMACH,ACH-000616
OVCAR4_OVARY,OVCAR4_OVARY,ACH-000617
SNU1041_UPPER_AERODIGESTIVE_TRACT,SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,ACH-000619
JHH1_LIVER,JHH1_LIVER,ACH-000620
MDAMB157_BREAST,MDAMB157_BREAST,ACH-000621
KNS42_CENTRAL_NERVOUS_SYSTEM,KNS42_CENTRAL_NERVOUS_SYSTEM,ACH-000622
SNU201_CENTRAL_NERVOUS_SYSTEM,SNU201_CENTRAL_NERVOUS_SYSTEM,ACH-000623
HCC1806_BREAST,HCC1806_BREAST,ACH-000624
HEP3B217_LIVER,HEP3B217_LIVER,ACH-000625
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000626
LCLC103H_LUNG,LCLC103H_LUNG,ACH-000627
NCIH596_LUNG,NCIH596_LUNG,ACH-000628
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,IOMMLEE_CENTRAL_NERVOUS_SYSTEM,ACH-000629
YD8_UPPER_AERODIGESTIVE_TRACT,YD8_UPPER_AERODIGESTIVE_TRACT,ACH-000630
KS1_CENTRAL_NERVOUS_SYSTEM,KS1_CENTRAL_NERVOUS_SYSTEM,ACH-000631
HS944T_SKIN,HS944T_SKIN,ACH-000632
FU97_STOMACH,FU97_STOMACH,ACH-000633
LN340_CENTRAL_NERVOUS_SYSTEM,LN340_CENTRAL_NERVOUS_SYSTEM,ACH-000634
SNU119_OVARY,SNU119_OVARY,ACH-000635
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000636
RPMI8402CAS9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000636
KYSE520_OESOPHAGUS,KYSE520_OESOPHAGUS,ACH-000637
NCIH441_LUNG,NCIH441_LUNG,ACH-000638
NCIH211_LUNG,NCIH211_LUNG,ACH-000639
SKMEL31_SKIN,SKMEL31_SKIN,ACH-000640
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000641
HMEL_BREAST,HMEL_BREAST,ACH-000642
HDQP1_BREAST,HDQP1_BREAST,ACH-000643
COLO829_SKIN,COLO829_SKIN,ACH-000644
JL1_PLEURA,JL1_PLEURA,ACH-000645
OVMANA_OVARY,OVMANA_OVARY,ACH-000646
TE1_OESOPHAGUS,TE1_OESOPHAGUS,ACH-000647
NCIH28_PLEURA,NCIH28_PLEURA,ACH-000648
786O_KIDNEY,786O_KIDNEY,ACH-000649
IGR37_SKIN,IGR37_SKIN,ACH-000650
SW620_LARGE_INTESTINE,SW620_LARGE_INTESTINE,ACH-000651
SUIT2_PANCREAS,SUIT2_PANCREAS,ACH-000652
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000653
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000654
SF268_CENTRAL_NERVOUS_SYSTEM,SF268_CENTRAL_NERVOUS_SYSTEM,ACH-000655
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000656
A2780_OVARY,A2780_OVARY,ACH-000657
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000658
SCLC21H_LUNG,SCLC21H_LUNG,ACH-000659
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000660
WM1799_SKIN,WM1799_SKIN,ACH-000661
CORL23_LUNG,CORL23_LUNG,ACH-000662
OVTOKO_OVARY,OVTOKO_OVARY,ACH-000663
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000664
SKMES1_LUNG,SKMES1_LUNG,ACH-000665
NCIH1355_LUNG,NCIH1355_LUNG,ACH-000666
HCC44_LUNG,HCC44_LUNG,ACH-000667
HCC70_BREAST,HCC70_BREAST,ACH-000668
SW900_LUNG,SW900_LUNG,ACH-000669
SBC5_LUNG,SBC5_LUNG,ACH-000670
HUH6_LIVER,HUH6_LIVER,ACH-000671
IALM_LUNG,IALM_LUNG,ACH-000672
LN443_CENTRAL_NERVOUS_SYSTEM,LN443_CENTRAL_NERVOUS_SYSTEM,ACH-000673
NUGC4_STOMACH,NUGC4_STOMACH,ACH-000674
NCIH1734_LUNG,NCIH1734_LUNG,ACH-000675
LN464_CENTRAL_NERVOUS_SYSTEM,LN464_CENTRAL_NERVOUS_SYSTEM,ACH-000676
SW1573_LUNG,SW1573_LUNG,ACH-000677
MKN7_STOMACH,MKN7_STOMACH,ACH-000678
OE19_OESOHPAGUS,OE19_OESOPHAGUS,ACH-000679
OE19_OESOPHAGUS,OE19_OESOPHAGUS,ACH-000679
SW948_LARGE_INTESTINE,SW948_LARGE_INTESTINE,ACH-000680
A549_LUNG,A549_LUNG,ACH-000681
SNU1066_UPPER_AERODIGESTIVE_TRACT,SNU1066_UPPER_AERODIGESTIVE_TRACT,ACH-000682
SNU503_LARGE_INTESTINE,SNU503_LARGE_INTESTINE,ACH-000683
KMRC1_KIDNEY,KMRC1_KIDNEY,ACH-000684
L33_PANCREAS,L33_PANCREAS,ACH-000685
SNU878_LIVER,SNU878_LIVER,ACH-000686
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000687
OV7_OVARY,OV7_OVARY,ACH-000688
RH18_SOFT_TISSUE,RH18_SOFT_TISSUE,ACH-000689
HCC2814_LUNG,HCC2814_LUNG,ACH-000690
HCC2157_BREAST,HCC2157_BREAST,ACH-000691
SNU899_UPPER_AERODIGESTIVE_TRACT,SNU899_UPPER_AERODIGESTIVE_TRACT,ACH-000692
KYSE180_OESOPHAGUS,KYSE180_OESOPHAGUS,ACH-000693
TE9_OESOPHAGUS,TE9_OESOPHAGUS,ACH-000694
CORL47_LUNG,CORL47_LUNG,ACH-000695
OVCAR8_OVARY,OVCAR8_OVARY,ACH-000696
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000697
DMS53_LUNG,DMS53_LUNG,ACH-000698
HCC1395_BREAST,HCC1395_BREAST,ACH-000699
NCIH2882_LUNG,NCIH2882_LUNG,ACH-000700
RMUGS_OVARY,RMUGS_OVARY,ACH-000701
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000702
DMS79_LUNG,DMS79_LUNG,ACH-000703
OAW42_OVARY,OAW42_OVARY,ACH-000704
LC1F_LUNG,LC1F_LUNG,ACH-000705
EKVX_LUNG,EKVX_LUNG,ACH-000706
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000707
SNU283_LARGE_INTESTINE,SNU283_LARGE_INTESTINE,ACH-000708
KMRC2_KIDNEY,KMRC2_KIDNEY,ACH-000709
NCIH854_LUNG,NCIH854_LUNG,ACH-000710
JIMT1_BREAST,JIMT1_BREAST,ACH-000711
HCC1833_LUNG,HCC1833_LUNG,ACH-000712
CAOV3_OVARY,CAOV3_OVARY,ACH-000713
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000714
SNU1214_UPPER_AERODIGESTIVE_TRACT,SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715
TT2609C02_THYROID,TT2609C02_THYROID,ACH-000716
COLO680N_OESOPHAGUS,COLO680N_OESOPHAGUS,ACH-000717
NCIH2291_LUNG,NCIH2291_LUNG,ACH-000718
RMGI_OVARY,RMGI_OVARY,ACH-000719
TCCSUP_URINARY_TRACT,TCCSUP_URINARY_TRACT,ACH-000720
HMC18_BREAST,HMC18_BREAST,ACH-000721
SNUC1_LARGE_INTESTINE,SNUC1_LARGE_INTESTINE,ACH-000722
YD10B_UPPER_AERODIGESTIVE_TRACT,YD10B_UPPER_AERODIGESTIVE_TRACT,ACH-000723
HT1376_URINARY_TRACT,HT1376_URINARY_TRACT,ACH-000724
HCC202_BREAST,HCC202_BREAST,ACH-000725
TE14_OESOPHAGUS,TE14_OESOPHAGUS,ACH-000726
NCIH2066_LUNG,NCIH2066_LUNG,ACH-000727
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000728
NCIH1963_LUNG,NCIH1963_LUNG,ACH-000729
SKMEL5_SKIN,SKMEL5_SKIN,ACH-000730
HCC2279_LUNG,HCC2279_LUNG,ACH-000731
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,ACH-000732
NCIH1838_LUNG,NCIH1838_LUNG,ACH-000733
JHH5_LIVER,JHH5_LIVER,ACH-000734
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,ACH-000735
SNU601_STOMACH,SNU601_STOMACH,ACH-000736
NCIH1385_LUNG,NCIH1385_LUNG,ACH-000737
GB1_CENTRAL_NERVOUS_SYSTEM,GB1_CENTRAL_NERVOUS_SYSTEM,ACH-000738
HEPG2_LIVER,HEPG2_LIVER,ACH-000739
A253_SALIVARY_GLAND,A253_SALIVARY_GLAND,ACH-000740
UBLC1_URINARY_TRACT,UBLC1_URINARY_TRACT,ACH-000741
DM3_PLEURA,DM3_FIBROBLAST,ACH-000742
DM3_FIBROBLAST,DM3_FIBROBLAST,ACH-000742
CORL95_LUNG,CORL95_LUNG,ACH-000743
NCIH1623_LUNG,NCIH1623_LUNG,ACH-000744
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000745
GSS_STOMACH,GSS_STOMACH,ACH-000746
NCIH1703_LUNG,NCIH1703_LUNG,ACH-000747
SJSA1_BONE,SJSA1_BONE,ACH-000748
DMS273_LUNG,DMS273_LUNG,ACH-000749
LOXIMVI_SKIN,LOXIMVI_SKIN,ACH-000750
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000751
NCIH196_LUNG,NCIH196_LUNG,ACH-000752
JMSU1_URINARY_TRACT,JMSU1_URINARY_TRACT,ACH-000753
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000754
HCC2218_BREAST,HCC2218_BREAST,ACH-000755
GI1_CENTRAL_NERVOUS_SYSTEM,GI1_CENTRAL_NERVOUS_SYSTEM,ACH-000756
A427_LUNG,A427_LUNG,ACH-000757
MKN74_STOMACH,MKN74_STOMACH,ACH-000758
MDAMB175VII_BREAST,MDAMB175VII_BREAST,ACH-000759
LNZ308_CENTRAL_NERVOUS_SYSTEM,LNZ308_CENTRAL_NERVOUS_SYSTEM,ACH-000760
NUGC2_STOMACH,NUGC2_STOMACH,ACH-000761
YD38_UPPER_AERODIGESTIVE_TRACT,YD38_UPPER_AERODIGESTIVE_TRACT,ACH-000762
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000763
SH10TC_STOMACH,SH10TC_STOMACH,ACH-000764
WM983B_SKIN,WM983B_SKIN,ACH-000765
NCIH1648_LUNG,NCIH1648_LUNG,ACH-000766
NCIH526_LUNG,NCIH526_LUNG,ACH-000767
MDAMB231_BREAST,MDAMB231_BREAST,ACH-000768
LK2_LUNG,LK2_LUNG,ACH-000769
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000770
BICR56_UPPER_AERODIGESTIVE_TRACT,BICR56_UPPER_AERODIGESTIVE_TRACT,ACH-000771
TE441T_SOFT_TISSUE,TE441T_SOFT_TISSUE,ACH-000772
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000773
RERFLCAD2_LUNG,RERFLCAD2_LUNG,ACH-000774
NCIH727_LUNG,NCIH727_LUNG,ACH-000775
ONS76_CENTRAL_NERVOUS_SYSTEM,ONS76_CENTRAL_NERVOUS_SYSTEM,ACH-000776
KYSE30_OESOPHAGUS,KYSE30_OESOPHAGUS,ACH-000777
HSC3_UPPER_AERODIGESTIVE_TRACT,HSC3_UPPER_AERODIGESTIVE_TRACT,ACH-000778
PC9_LUNG,PC9_LUNG,ACH-000779
NCIH1105_LUNG,NCIH1105_LUNG,ACH-000780
NCIH2023_LUNG,NCIH2023_LUNG,ACH-000781
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000782
CAMA1_BREAST,CAMA1_BREAST,ACH-000783
KYSE70_OESOPHAGUS,KYSE70_OESOPHAGUS,ACH-000784
NCIH2126_LUNG,NCIH2126_LUNG,ACH-000785
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000786
LXF289_LUNG,LXF289_LUNG,ACH-000787
A2058_SKIN,A2058_SKIN,ACH-000788
NCIH810_LUNG,NCIH810_LUNG,ACH-000789
SHP77_LUNG,SHP77_LUNG,ACH-000790
RERFLCAD1_LUNG,RERFLCAD1_LUNG,ACH-000791
BFTC909_KIDNEY,BFTC909_KIDNEY,ACH-000792
KATOIII_STOMACH,KATOIII_STOMACH,ACH-000793
BICR22_UPPER_AERODIGESTIVE_TRACT,BICR22_UPPER_AERODIGESTIVE_TRACT,ACH-000794
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000795
MCAS_OVARY,MCAS_OVARY,ACH-000796
HLFA_FIBROBLAST,HLFA_FIBROBLAST,ACH-000797
HLFA_LUNG,HLFA_FIBROBLAST,ACH-000797
CL40_LARGE_INTESTINE,CL40_LARGE_INTESTINE,ACH-000798
HS695T_SKIN,HS695T_SKIN,ACH-000799
NCIH446_LUNG,NCIH446_LUNG,ACH-000800
HS936T_SKIN,HS936T_SKIN,ACH-000801
BFTC905_URINARY_TRACT,BFTC905_URINARY_TRACT,ACH-000802
COLO668_LUNG,COLO668_LUNG,ACH-000803
NB1_AUTONOMIC_GANGLIA,NB1_AUTONOMIC_GANGLIA,ACH-000804
COLO679_SKIN,COLO679_SKIN,ACH-000805
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000806
SNU738_CENTRAL_NERVOUS_SYSTEM,SNU738_CENTRAL_NERVOUS_SYSTEM,ACH-000807
HUH28_BILIARY_TRACT,HUH28_BILIARY_TRACT,ACH-000808
KYSE410_OESOPHAGUS,KYSE410_OESOPHAGUS,ACH-000809
SKMEL30_SKIN,SKMEL30_SKIN,ACH-000810
SKOV3_OVARY,SKOV3_OVARY,ACH-000811
COLO783_SKIN,COLO783_SKIN,ACH-000812
T3M10_LUNG,T3M10_LUNG,ACH-000813
HS939T_SKIN,HS939T_SKIN,ACH-000814
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000815
NCIH524_LUNG,NCIH524_LUNG,ACH-000816
COLO677_LUNG,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000817
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000817
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000817
BT483_BREAST,BT483_BREAST,ACH-000818
LN18_CENTRAL_NERVOUS_SYSTEM,LN18_CENTRAL_NERVOUS_SYSTEM,ACH-000819
SW403_LARGE_INTESTINE,SW403_LARGE_INTESTINE,ACH-000820
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000821
SKMEL24_SKIN,SKMEL24_SKIN,ACH-000822
KYSE140_OESOPHAGUS,KYSE140_OESOPHAGUS,ACH-000823
KYSE510_OESOPHAGUS,KYSE510_OESOPHAGUS,ACH-000824
HOP92_LUNG,HOP92_LUNG,ACH-000825
CAL12T_LUNG,CAL12T_LUNG,ACH-000826
WM793B_SKIN,WM793_SKIN,ACH-000827
WM793_SKIN,WM793_SKIN,ACH-000827
ZR7530_BREAST,ZR7530_BREAST,ACH-000828
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000829
NCIH1436_LUNG,NCIH1436_LUNG,ACH-000830
HEC50B_ENDOMETRIUM,HEC50B_ENDOMETRIUM,ACH-000831
CAL27_UPPER_AERODIGESTIVE_TRACT,CAL27_UPPER_AERODIGESTIVE_TRACT,ACH-000832
RH30_SOFT_TISSUE,RH30_SOFT_TISSUE,ACH-000833
UMUC1_URINARY_TRACT,UMUC1_URINARY_TRACT,ACH-000834
GCT_SOFT_TISSUE,GCT_SOFT_TISSUE,ACH-000835
YD15_SALIVARY_GLAND,YD15_SALIVARY_GLAND,ACH-000836
NCIH322_LUNG,NCIH322_LUNG,ACH-000837
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000838
SCABER_URINARY_TRACT,SCABER_URINARY_TRACT,ACH-000839
HCC366_LUNG,HCC366_LUNG,ACH-000840
NCIH2087_LUNG,NCIH2087_LUNG,ACH-000841
SW480_LARGE_INTESTINE,SW480_LARGE_INTESTINE,ACH-000842
HARA_LUNG,HARA_LUNG,ACH-000843
DMS454_LUNG,DMS454_LUNG,ACH-000844
NCIH1373_LUNG,NCIH1373_LUNG,ACH-000845
FADU_UPPER_AERODIGESTIVE_TRACT,FADU_UPPER_AERODIGESTIVE_TRACT,ACH-000846
HGC27_STOMACH,HGC27_STOMACH,ACH-000847
JHH7_LIVER,JHH7_LIVER,ACH-000848
MDAMB468_BREAST,MDAMB468_BREAST,ACH-000849
HS698T_LARGE_INTESTINE,HS698T_FIBROBLAST,ACH-000850
HS698T_FIBROBLAST,HS698T_FIBROBLAST,ACH-000850
MORCPR_LUNG,MORCPR_LUNG,ACH-000851
NCIH1435_LUNG,NCIH1435_LUNG,ACH-000852
NCIH661_LUNG,NCIH661_LUNG,ACH-000853
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000854
KYSE150_OESOPHAGUS,KYSE150_OESOPHAGUS,ACH-000855
CAL51_BREAST,CAL51_BREAST,ACH-000856
CAL851_BREAST,CAL851_BREAST,ACH-000857
KNS62_LUNG,KNS62_LUNG,ACH-000858
HCC1954_BREAST,HCC1954_BREAST,ACH-000859
NCIH358_LUNG,NCIH358_LUNG,ACH-000860
HOP62_LUNG,HOP62_LUNG,ACH-000861
KMBC2_URINARY_TRACT,KMBC2_URINARY_TRACT,ACH-000862
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,ACH-000863
COLO684_ENDOMETRIUM,COLO684_ENDOMETRIUM,ACH-000864
KYSE450_OESOPHAGUS,KYSE450_OESOPHAGUS,ACH-000865
NCIH1048_LUNG,NCIH1048_LUNG,ACH-000866
CHAGOK1_LUNG,CHAGOK1_LUNG,ACH-000867
HCC1195_LUNG,HCC1195_LUNG,ACH-000868
NCIH1568_LUNG,NCIH1568_LUNG,ACH-000869
NCIH1930_LUNG,NCIH1930_LUNG,ACH-000870
NCIH510_LUNG,NCIH510_LUNG,ACH-000871
HCC515_LUNG,HCC515_LUNG,ACH-000872
KYSE270_OESOPHAGUS,KYSE270_OESOPHAGUS,ACH-000873
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000874
NCIH2347_LUNG,NCIH2347_LUNG,ACH-000875
MDAMB415_BREAST,MDAMB415_BREAST,ACH-000876
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000877
HCC15_LUNG,HCC15_LUNG,ACH-000878
MFE296_ENDOMETRIUM,MFE296_ENDOMETRIUM,ACH-000879
AGS_STOMACH,AGS_STOMACH,ACH-000880
MELJUSO_SKIN,MELJUSO_SKIN,ACH-000881
IGR1_SKIN,IGR1_SKIN,ACH-000882
SW1783_CENTRAL_NERVOUS_SYSTEM,SW1783_CENTRAL_NERVOUS_SYSTEM,ACH-000883
MDAMB435S_SKIN,MDAMB435S_SKIN,ACH-000884
TOV21G_OVARY,TOV21G_OVARY,ACH-000885
NCIH2009_LUNG,NCIH2009_LUNG,ACH-000886
SF172_CENTRAL_NERVOUS_SYSTEM,SF172_CENTRAL_NERVOUS_SYSTEM,ACH-000887
NCIH1793_LUNG,NCIH1793_LUNG,ACH-000888
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000889
SW1271_LUNG,SW1271_LUNG,ACH-000890
HCC1438_LUNG,HCC1438_LUNG,ACH-000891
NCIH1563_LUNG,NCIH1563_LUNG,ACH-000892
NCIH1651_LUNG,NCIH1651_LUNG,ACH-000893
NCIH1869_LUNG,NCIH1869_LUNG,ACH-000894
CL34_LARGE_INTESTINE,CL34_LARGE_INTESTINE,ACH-000895
647V_URINARY_TRACT,647V_URINARY_TRACT,ACH-000896
FTC238_THYROID,FTC238_THYROID,ACH-000897
SNU719_STOMACH,SNU719_STOMACH,ACH-000898
WM88_SKIN,WM88_SKIN,ACH-000899
NCIH23_LUNG,NCIH23_LUNG,ACH-000900
HCC1359_LUNG,HCC1359_LUNG,ACH-000901
CAL148_BREAST,CAL148_BREAST,ACH-000902
FTC133_THYROID,FTC133_THYROID,ACH-000903
NCIH2106_LUNG,NCIH2106_LUNG,ACH-000904
5637_URINARY_TRACT,5637_URINARY_TRACT,ACH-000905
ES2_OVARY,ES2_OVARY,ACH-000906
SNU349_KIDNEY,SNU349_KIDNEY,ACH-000907
SNU520_STOMACH,SNU520_STOMACH,ACH-000908
JHUEM2_ENDOMETRIUM,JHUEM2_ENDOMETRIUM,ACH-000909
MDAMB453_BREAST,MDAMB453_BREAST,ACH-000910
NUGC3_STOMACH,NUGC3_STOMACH,ACH-000911
NCIH2286_LUNG,NCIH2286_LUNG,ACH-000912
ESS1_ENDOMETRIUM,ESS1_ENDOMETRIUM,ACH-000913
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914
IPC298_SKIN,IPC298_SKIN,ACH-000915
NCIH1573_LUNG,NCIH1573_LUNG,ACH-000916
TE4_OESOPHAGUS,TE4_OESOPHAGUS,ACH-000917
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000918
IM95_STOMACH,IM95_STOMACH,ACH-000919
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000920
NCIH1339_LUNG,NCIH1339_LUNG,ACH-000921
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000922
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000923
NCIH2172_LUNG,NCIH2172_LUNG,ACH-000924
DV90_LUNG,DV90_LUNG,ACH-000925
HT55_LARGE_INTESTINE,HT55_LARGE_INTESTINE,ACH-000926
BT474_BREAST,BT474_BREAST,ACH-000927
JHUEM1_ENDOMETRIUM,JHUEM1_ENDOMETRIUM,ACH-000928
NCIH2110_LUNG,NCIH2110_LUNG,ACH-000929
HCC1569_BREAST,HCC1569_BREAST,ACH-000930
HMCB_SKIN,HMCB_SKIN,ACH-000931
SNU1_STOMACH,SNU1_STOMACH,ACH-000932
SNU324_PANCREAS,SNU324_PANCREAS,ACH-000933
MDAMB361_BREAST,MDAMB361_BREAST,ACH-000934
MDST8_LARGE_INTESTINE,MDST8_LARGE_INTESTINE,ACH-000935
EFO27_OVARY,EFO27_OVARY,ACH-000936
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000937
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938
