entity:sample_id	fastq1	fastq2	star_bam_file	star_bam_index	star_chimeric_bam_file	star_transcriptome_bam	RNAseq_bai	RNAseq_bam	star_md_bam_file	bam_file	bam_index	transcriptome_bam	WES_bai	WES_bam
dm_ACH-000822	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/13f314aa-3e70-46fd-bad2-263579acf687/call-samtofastq/dm_ACH-000822_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/13f314aa-3e70-46fd-bad2-263579acf687/call-samtofastq/dm_ACH-000822_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d3630c98-5ea0-4853-81a0-3a85f37b8d7f/call-star/star_out/dm_ACH-000822.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d3630c98-5ea0-4853-81a0-3a85f37b8d7f/call-star/star_out/dm_ACH-000822.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d3630c98-5ea0-4853-81a0-3a85f37b8d7f/call-star/star_out/dm_ACH-000822.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d3630c98-5ea0-4853-81a0-3a85f37b8d7f/call-star/star_out/dm_ACH-000822.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27486.SK-MEL-24.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27486.SK-MEL-24.2.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/f9541585-bd28-4df8-9d83-5cd5d2904541/call-markduplicates/dm_ACH-000822.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000824	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/80a36877-1906-4a49-a907-c365dcc94043/call-samtofastq/dm_ACH-000824_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/80a36877-1906-4a49-a907-c365dcc94043/call-samtofastq/dm_ACH-000824_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d279ff24-2839-4142-a95a-b49655091db6/call-star/star_out/dm_ACH-000824.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d279ff24-2839-4142-a95a-b49655091db6/call-star/star_out/dm_ACH-000824.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d279ff24-2839-4142-a95a-b49655091db6/call-star/star_out/dm_ACH-000824.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/d279ff24-2839-4142-a95a-b49655091db6/call-star/star_out/dm_ACH-000824.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G41682.KYSE-510.5.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G41682.KYSE-510.5.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/4ad69aaa-b50d-477f-841f-e720e16ccfbd/call-markduplicates/dm_ACH-000824.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000825	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/139a136b-2bed-4f84-8dac-c9039ae45127/call-samtofastq/dm_ACH-000825_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/139a136b-2bed-4f84-8dac-c9039ae45127/call-samtofastq/dm_ACH-000825_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/98c5e7f5-8aea-45d0-beda-95b0804a5f91/call-star/star_out/dm_ACH-000825.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/98c5e7f5-8aea-45d0-beda-95b0804a5f91/call-star/star_out/dm_ACH-000825.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/98c5e7f5-8aea-45d0-beda-95b0804a5f91/call-star/star_out/dm_ACH-000825.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/98c5e7f5-8aea-45d0-beda-95b0804a5f91/call-star/star_out/dm_ACH-000825.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28848.HOP-92.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28848.HOP-92.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/d4f3e2a7-2c2d-4a03-8d81-19c0b63bdc7d/call-markduplicates/dm_ACH-000825.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000826	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/0c19ff00-fa8d-4c3e-81b7-0edae73b8da6/call-samtofastq/dm_ACH-000826_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/0c19ff00-fa8d-4c3e-81b7-0edae73b8da6/call-samtofastq/dm_ACH-000826_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ad3d15ca-35f3-47d1-9811-f9cea770d975/call-star/star_out/dm_ACH-000826.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ad3d15ca-35f3-47d1-9811-f9cea770d975/call-star/star_out/dm_ACH-000826.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ad3d15ca-35f3-47d1-9811-f9cea770d975/call-star/star_out/dm_ACH-000826.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ad3d15ca-35f3-47d1-9811-f9cea770d975/call-star/star_out/dm_ACH-000826.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27338.CAL-12T.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27338.CAL-12T.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/6de2d9c0-a33a-40f6-93e8-59af1124f7c6/call-markduplicates/dm_ACH-000826.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000827	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/29149624-c8f8-48d9-b11a-cb7e9a841b64/call-samtofastq/attempt-3/dm_ACH-000827_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/29149624-c8f8-48d9-b11a-cb7e9a841b64/call-samtofastq/attempt-3/dm_ACH-000827_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6bd55484-d42e-4502-b920-aec8e296852c/call-star/star_out/dm_ACH-000827.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6bd55484-d42e-4502-b920-aec8e296852c/call-star/star_out/dm_ACH-000827.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6bd55484-d42e-4502-b920-aec8e296852c/call-star/star_out/dm_ACH-000827.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6bd55484-d42e-4502-b920-aec8e296852c/call-star/star_out/dm_ACH-000827.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G30632.WM-793.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G30632.WM-793.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/18511dd4-3100-41ea-9e53-53d644d1e04d/call-markduplicates/dm_ACH-000827.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000828	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/827defde-aa63-44fb-ac78-5258928eff31/call-samtofastq/dm_ACH-000828_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/827defde-aa63-44fb-ac78-5258928eff31/call-samtofastq/dm_ACH-000828_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/c5d48059-1e4e-464c-91b9-4b076f83e348/call-star/star_out/dm_ACH-000828.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/c5d48059-1e4e-464c-91b9-4b076f83e348/call-star/star_out/dm_ACH-000828.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/c5d48059-1e4e-464c-91b9-4b076f83e348/call-star/star_out/dm_ACH-000828.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/c5d48059-1e4e-464c-91b9-4b076f83e348/call-star/star_out/dm_ACH-000828.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27278.ZR-75-30.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27278.ZR-75-30.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/b95b86d2-9267-42ef-bb00-50b2b81814bd/call-markduplicates/dm_ACH-000828.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000829	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/a42469f7-d5bb-472b-a2d7-58083ea76c63/call-samtofastq/dm_ACH-000829_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/a42469f7-d5bb-472b-a2d7-58083ea76c63/call-samtofastq/dm_ACH-000829_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e6568e0e-8798-4382-9f69-7c5818be8058/call-star/star_out/dm_ACH-000829.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e6568e0e-8798-4382-9f69-7c5818be8058/call-star/star_out/dm_ACH-000829.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e6568e0e-8798-4382-9f69-7c5818be8058/call-star/star_out/dm_ACH-000829.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e6568e0e-8798-4382-9f69-7c5818be8058/call-star/star_out/dm_ACH-000829.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28845.HuNS1.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28845.HuNS1.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/e054010b-e291-45b7-b41b-388f2f8576ab/call-markduplicates/dm_ACH-000829.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000830	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/c4eb0f88-cea8-44d5-98ce-7e91b5a18321/call-samtofastq/dm_ACH-000830_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/c4eb0f88-cea8-44d5-98ce-7e91b5a18321/call-samtofastq/dm_ACH-000830_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/8123dc1e-2eb3-484b-a70b-3c46a5339d6d/call-star/star_out/dm_ACH-000830.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/8123dc1e-2eb3-484b-a70b-3c46a5339d6d/call-star/star_out/dm_ACH-000830.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/8123dc1e-2eb3-484b-a70b-3c46a5339d6d/call-star/star_out/dm_ACH-000830.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/8123dc1e-2eb3-484b-a70b-3c46a5339d6d/call-star/star_out/dm_ACH-000830.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G25223.NCI-H1436.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G25223.NCI-H1436.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/b15dad31-83aa-4398-8bca-efc681b7234d/call-markduplicates/dm_ACH-000830.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000831	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/10872ba0-de06-49dd-936a-c539309663fc/call-samtofastq/dm_ACH-000831_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/10872ba0-de06-49dd-936a-c539309663fc/call-samtofastq/dm_ACH-000831_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9a35d8e9-c35d-4bcc-b3dc-0001559ef46b/call-star/star_out/dm_ACH-000831.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9a35d8e9-c35d-4bcc-b3dc-0001559ef46b/call-star/star_out/dm_ACH-000831.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9a35d8e9-c35d-4bcc-b3dc-0001559ef46b/call-star/star_out/dm_ACH-000831.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9a35d8e9-c35d-4bcc-b3dc-0001559ef46b/call-star/star_out/dm_ACH-000831.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28882.HEC-50B.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28882.HEC-50B.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/809db281-60d3-4389-89f8-d7fb95aba10d/call-markduplicates/dm_ACH-000831.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000832	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/a48fb455-91c4-4abf-8459-4d402dcfe7ca/call-samtofastq/attempt-2/dm_ACH-000832_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/a48fb455-91c4-4abf-8459-4d402dcfe7ca/call-samtofastq/attempt-2/dm_ACH-000832_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e9070377-827f-49f5-9f37-b9c04a287838/call-star/star_out/dm_ACH-000832.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e9070377-827f-49f5-9f37-b9c04a287838/call-star/star_out/dm_ACH-000832.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e9070377-827f-49f5-9f37-b9c04a287838/call-star/star_out/dm_ACH-000832.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e9070377-827f-49f5-9f37-b9c04a287838/call-star/star_out/dm_ACH-000832.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20497.CAL_27.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20497.CAL_27.2.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/e25ccb42-0e7c-4600-815c-27691cfe9548/call-markduplicates/dm_ACH-000832.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000833	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/e3e7bd76-09f9-4860-bf0e-bfb80fcfa65b/call-samtofastq/dm_ACH-000833_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/e3e7bd76-09f9-4860-bf0e-bfb80fcfa65b/call-samtofastq/dm_ACH-000833_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/22d76da3-bb8a-4430-a08b-c8194f66f2df/call-star/star_out/dm_ACH-000833.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/22d76da3-bb8a-4430-a08b-c8194f66f2df/call-star/star_out/dm_ACH-000833.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/22d76da3-bb8a-4430-a08b-c8194f66f2df/call-star/star_out/dm_ACH-000833.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/22d76da3-bb8a-4430-a08b-c8194f66f2df/call-star/star_out/dm_ACH-000833.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27505.RH-30.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27505.RH-30.2.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/eaa9aa4d-9a91-48f0-94d5-e4164c0e3179/call-markduplicates/dm_ACH-000833.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000834	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/2addaea6-8bbf-416b-890d-de660ce6f33a/call-samtofastq/dm_ACH-000834_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/2addaea6-8bbf-416b-890d-de660ce6f33a/call-samtofastq/dm_ACH-000834_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/81d919d9-ef46-4ebc-a460-7271b713b84f/call-star/star_out/dm_ACH-000834.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/81d919d9-ef46-4ebc-a460-7271b713b84f/call-star/star_out/dm_ACH-000834.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/81d919d9-ef46-4ebc-a460-7271b713b84f/call-star/star_out/dm_ACH-000834.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/81d919d9-ef46-4ebc-a460-7271b713b84f/call-star/star_out/dm_ACH-000834.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G30611.UM-UC-1.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G30611.UM-UC-1.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/578c4399-c2ea-46bf-a1e3-1569e8d696b4/call-markduplicates/dm_ACH-000834.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000835	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/f74b6c7a-a9a7-48f1-89f8-5360836429e2/call-samtofastq/dm_ACH-000835_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/f74b6c7a-a9a7-48f1-89f8-5360836429e2/call-samtofastq/dm_ACH-000835_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6daed30d-a371-4480-a6c3-a9b7b3772b2e/call-star/star_out/dm_ACH-000835.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6daed30d-a371-4480-a6c3-a9b7b3772b2e/call-star/star_out/dm_ACH-000835.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6daed30d-a371-4480-a6c3-a9b7b3772b2e/call-star/star_out/dm_ACH-000835.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/6daed30d-a371-4480-a6c3-a9b7b3772b2e/call-star/star_out/dm_ACH-000835.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27329.GCT.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27329.GCT.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/0729f240-8283-42e7-aef7-3c1e95e436bd/call-markduplicates/dm_ACH-000835.Aligned.sortedByCoord.out.md.bam					
