entity:sample_id	fastq1	fastq2	star_bam_file	star_bam_index	star_chimeric_bam_file	star_transcriptome_bam	RNAseq_bai	RNAseq_bam	star_md_bam_file	bam_file	bam_index	transcriptome_bam	WES_bai	WES_bam
dm_ACH-000222	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/aa00eb1f-11e8-4f71-9d17-07c74fbc954d/call-samtofastq/dm_ACH-000222_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/aa00eb1f-11e8-4f71-9d17-07c74fbc954d/call-samtofastq/dm_ACH-000222_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/eb920029-fe55-4908-bad7-2fe7dc1073f2/call-star/star_out/dm_ACH-000222.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/eb920029-fe55-4908-bad7-2fe7dc1073f2/call-star/star_out/dm_ACH-000222.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/eb920029-fe55-4908-bad7-2fe7dc1073f2/call-star/star_out/dm_ACH-000222.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/eb920029-fe55-4908-bad7-2fe7dc1073f2/call-star/star_out/dm_ACH-000222.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G26252.AsPC-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G26252.AsPC-1.2.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/4b6271c3-27da-44f2-87b3-f325dbcadf86/call-markduplicates/dm_ACH-000222.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000223	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/cf4ab401-d31a-46a3-8e6b-4ddeeba5b51b/call-samtofastq/dm_ACH-000223_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/cf4ab401-d31a-46a3-8e6b-4ddeeba5b51b/call-samtofastq/dm_ACH-000223_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/a4870aaa-6d65-4e95-a412-3c59dac282b6/call-star/star_out/dm_ACH-000223.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/a4870aaa-6d65-4e95-a412-3c59dac282b6/call-star/star_out/dm_ACH-000223.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/a4870aaa-6d65-4e95-a412-3c59dac282b6/call-star/star_out/dm_ACH-000223.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/a4870aaa-6d65-4e95-a412-3c59dac282b6/call-star/star_out/dm_ACH-000223.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28847.HCC1937.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28847.HCC1937.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/6d974803-80e5-4f14-9cdf-daf86d185fcc/call-markduplicates/dm_ACH-000223.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000224	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/3aa1f9a0-52b6-4231-b8b3-36b20d4fc848/call-samtofastq/dm_ACH-000224_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/3aa1f9a0-52b6-4231-b8b3-36b20d4fc848/call-samtofastq/dm_ACH-000224_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9ee4610d-becb-4590-884e-89dbc1a4db2c/call-star/star_out/dm_ACH-000224.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9ee4610d-becb-4590-884e-89dbc1a4db2c/call-star/star_out/dm_ACH-000224.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9ee4610d-becb-4590-884e-89dbc1a4db2c/call-star/star_out/dm_ACH-000224.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9ee4610d-becb-4590-884e-89dbc1a4db2c/call-star/star_out/dm_ACH-000224.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28890.Hs_819.T.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28890.Hs_819.T.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/42ed992e-2451-46db-959c-700770e40b15/call-markduplicates/dm_ACH-000224.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000225	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/677e790a-a977-4dd7-8870-56b62d569cd0/call-samtofastq/dm_ACH-000225_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/677e790a-a977-4dd7-8870-56b62d569cd0/call-samtofastq/dm_ACH-000225_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ba227dc1-eac4-4dfd-9a66-ffd247ad80f3/call-star/star_out/dm_ACH-000225.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ba227dc1-eac4-4dfd-9a66-ffd247ad80f3/call-star/star_out/dm_ACH-000225.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ba227dc1-eac4-4dfd-9a66-ffd247ad80f3/call-star/star_out/dm_ACH-000225.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/ba227dc1-eac4-4dfd-9a66-ffd247ad80f3/call-star/star_out/dm_ACH-000225.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27392.ECC12.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27392.ECC12.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/a0316926-a513-47ea-9e10-052514abf3c7/call-markduplicates/dm_ACH-000225.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000226	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/e0899fbc-5b7d-4094-9acf-a82d192c5332/call-samtofastq/dm_ACH-000226_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/e0899fbc-5b7d-4094-9acf-a82d192c5332/call-samtofastq/dm_ACH-000226_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f14491c7-bc9a-49e8-9d71-e4f3882b9d1c/call-star/star_out/dm_ACH-000226.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f14491c7-bc9a-49e8-9d71-e4f3882b9d1c/call-star/star_out/dm_ACH-000226.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f14491c7-bc9a-49e8-9d71-e4f3882b9d1c/call-star/star_out/dm_ACH-000226.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f14491c7-bc9a-49e8-9d71-e4f3882b9d1c/call-star/star_out/dm_ACH-000226.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G41688.SUP-M2.5.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G41688.SUP-M2.5.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/cbe4bde1-c5c1-409a-b36b-3fdb0b5e5fb2/call-markduplicates/dm_ACH-000226.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000227	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/e1be9c59-22dc-4700-8431-7e74a3bbb968/call-samtofastq/dm_ACH-000227_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/e1be9c59-22dc-4700-8431-7e74a3bbb968/call-samtofastq/dm_ACH-000227_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9bcbaab7-1313-4e60-828c-3af5523b39da/call-star/star_out/dm_ACH-000227.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9bcbaab7-1313-4e60-828c-3af5523b39da/call-star/star_out/dm_ACH-000227.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9bcbaab7-1313-4e60-828c-3af5523b39da/call-star/star_out/dm_ACH-000227.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/9bcbaab7-1313-4e60-828c-3af5523b39da/call-star/star_out/dm_ACH-000227.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28005.KP-N-YN.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28005.KP-N-YN.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/4fde296a-b360-49e1-8e74-568d90f8f86b/call-markduplicates/dm_ACH-000227.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000228	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/6c4c8a76-fc5f-4542-a577-423b69488365/call-samtofastq/attempt-2/dm_ACH-000228_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/6c4c8a76-fc5f-4542-a577-423b69488365/call-samtofastq/attempt-2/dm_ACH-000228_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/b50aa324-cacb-44f1-8ff8-c63f57ec618d/call-star/star_out/dm_ACH-000228.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/b50aa324-cacb-44f1-8ff8-c63f57ec618d/call-star/star_out/dm_ACH-000228.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/b50aa324-cacb-44f1-8ff8-c63f57ec618d/call-star/star_out/dm_ACH-000228.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/b50aa324-cacb-44f1-8ff8-c63f57ec618d/call-star/star_out/dm_ACH-000228.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27386.BICR_31.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27386.BICR_31.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/2031839a-8ff0-4dfe-83ae-bbdd83dedf28/call-markduplicates/dm_ACH-000228.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000229	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/7be72b47-0409-4176-b3aa-b326f4697a3f/call-samtofastq/dm_ACH-000229_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/7be72b47-0409-4176-b3aa-b326f4697a3f/call-samtofastq/dm_ACH-000229_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/434664ab-2155-414a-95dd-545e02b4deef/call-star/star_out/dm_ACH-000229.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/434664ab-2155-414a-95dd-545e02b4deef/call-star/star_out/dm_ACH-000229.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/434664ab-2155-414a-95dd-545e02b4deef/call-star/star_out/dm_ACH-000229.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/434664ab-2155-414a-95dd-545e02b4deef/call-star/star_out/dm_ACH-000229.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28889.Hs_822.T.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28889.Hs_822.T.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/3aca8843-164c-4601-9f0b-b373cd6ade5d/call-markduplicates/dm_ACH-000229.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000230	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/45936fdd-2f71-45c0-a013-a7554f93e9d5/call-samtofastq/dm_ACH-000230_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/45936fdd-2f71-45c0-a013-a7554f93e9d5/call-samtofastq/dm_ACH-000230_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/af4dd772-eb7c-4fa8-abe7-ad6255c6752c/call-star/star_out/dm_ACH-000230.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/af4dd772-eb7c-4fa8-abe7-ad6255c6752c/call-star/star_out/dm_ACH-000230.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/af4dd772-eb7c-4fa8-abe7-ad6255c6752c/call-star/star_out/dm_ACH-000230.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/af4dd772-eb7c-4fa8-abe7-ad6255c6752c/call-star/star_out/dm_ACH-000230.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28897.Hs_742.T.3.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G28897.Hs_742.T.3.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/213a1356-6c90-4632-aad4-031ef6929b7a/call-markduplicates/dm_ACH-000230.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000231	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/cb04b5fc-4ae7-44a4-920f-481c3698e175/call-samtofastq/dm_ACH-000231_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/cb04b5fc-4ae7-44a4-920f-481c3698e175/call-samtofastq/dm_ACH-000231_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/faa23178-1dce-40a7-b9e1-6221ff0e205f/call-star/star_out/dm_ACH-000231.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/faa23178-1dce-40a7-b9e1-6221ff0e205f/call-star/star_out/dm_ACH-000231.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/faa23178-1dce-40a7-b9e1-6221ff0e205f/call-star/star_out/dm_ACH-000231.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/faa23178-1dce-40a7-b9e1-6221ff0e205f/call-star/star_out/dm_ACH-000231.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G26172.KALS-1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G26172.KALS-1.2.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/c752fdff-cd3e-45d7-b7c0-fa371f77f5df/call-markduplicates/dm_ACH-000231.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000232	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/ed98ffa0-31d2-42d8-b080-6696f79b9b6d/call-samtofastq/dm_ACH-000232_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/ed98ffa0-31d2-42d8-b080-6696f79b9b6d/call-samtofastq/dm_ACH-000232_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f9e0f70e-efc0-4acc-b2ed-9779d153369c/call-star/star_out/dm_ACH-000232.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f9e0f70e-efc0-4acc-b2ed-9779d153369c/call-star/star_out/dm_ACH-000232.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f9e0f70e-efc0-4acc-b2ed-9779d153369c/call-star/star_out/dm_ACH-000232.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/f9e0f70e-efc0-4acc-b2ed-9779d153369c/call-star/star_out/dm_ACH-000232.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G41696.U-251_MG.5.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G41696.U-251_MG.5.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/842a471f-4cc6-4a18-bf49-db9679d44ad0/call-markduplicates/dm_ACH-000232.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000233	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/7e55eb23-2341-47a2-828b-669619f8dc3d/call-samtofastq/dm_ACH-000233_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/7e55eb23-2341-47a2-828b-669619f8dc3d/call-samtofastq/dm_ACH-000233_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e8eb72ad-b2df-41a9-b928-c250973eae79/call-star/star_out/dm_ACH-000233.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e8eb72ad-b2df-41a9-b928-c250973eae79/call-star/star_out/dm_ACH-000233.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e8eb72ad-b2df-41a9-b928-c250973eae79/call-star/star_out/dm_ACH-000233.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/e8eb72ad-b2df-41a9-b928-c250973eae79/call-star/star_out/dm_ACH-000233.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27318.DEL.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27318.DEL.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/7f23154a-bea2-4cc9-908e-ad1571c94a45/call-markduplicates/dm_ACH-000233.Aligned.sortedByCoord.out.md.bam					
dm_ACH-000234	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/aa8a5159-546d-4a94-8b0e-b18da8a8dad9/call-samtofastq/dm_ACH-000234_1.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/68b7e0ed-cfb4-47fb-aa90-f93237d661ba/trinity_cleaned/aa8a5159-546d-4a94-8b0e-b18da8a8dad9/call-samtofastq/dm_ACH-000234_2.fastq.gz	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/41731523-9fce-4d10-af70-21481975a498/call-star/star_out/dm_ACH-000234.Aligned.sortedByCoord.out.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/41731523-9fce-4d10-af70-21481975a498/call-star/star_out/dm_ACH-000234.Aligned.sortedByCoord.out.bam.bai	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/41731523-9fce-4d10-af70-21481975a498/call-star/star_out/dm_ACH-000234.Chimeric.out.sorted.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/e85f77e3-9d43-49ed-b244-a99b3e2bdcc1/star_workflow/41731523-9fce-4d10-af70-21481975a498/call-star/star_out/dm_ACH-000234.Aligned.toTranscriptome.out.bam	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27336.Caki-2.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27336.Caki-2.1.bam	gs://fc-secure-639c94ba-2b0d-4960-92fc-9cd50046a968/139b7d91-158f-4f9c-bdeb-e218e469c111/markduplicates_workflow/c59e0b03-51b7-43fe-bd7d-26cc14920e16/call-markduplicates/dm_ACH-000234.Aligned.sortedByCoord.out.md.bam					
